var,country,year,wb
education_tertiary_pct,CYP,2015,59.8640594482422
education_tertiary_pct,CYP,2014,52.1083793640137
education_tertiary_pct,CYP,2013,47.470890045166
education_tertiary_pct,CYP,2012,45.8635902404785
education_tertiary_pct,CYP,2011,46.5397300720215
education_tertiary_pct,CYP,2010,48.311580657959
education_tertiary_pct,CZE,2024,
education_tertiary_pct,CZE,2023,66.7282867431641
education_tertiary_pct,CZE,2022,70.8145904541016
education_tertiary_pct,CZE,2021,69.8369293212891
education_tertiary_pct,CZE,2020,67.1843719482422
education_tertiary_pct,CZE,2019,66.8802185058594
education_tertiary_pct,CZE,2018,66.7902221679688
education_tertiary_pct,CZE,2017,67.7142181396484
education_tertiary_pct,CZE,2016,67.5056381225586
education_tertiary_pct,CZE,2015,67.2303619384766
education_tertiary_pct,CZE,2014,67.3959732055664
education_tertiary_pct,CZE,2013,66.3243179321289
education_tertiary_pct,CZE,2012,66.9287719726562
education_tertiary_pct,CZE,2011,66.7968215942383
education_tertiary_pct,CZE,2010,64.9327697753906
education_tertiary_pct,DEU,2024,76.7096862792969
education_tertiary_pct,DEU,2023,78.5947494506836
education_tertiary_pct,DEU,2022,77.3656997680664
education_tertiary_pct,DEU,2021,75.6655426025391
education_tertiary_pct,DEU,2020,72.3894195556641
education_tertiary_pct,DEU,2019,72.705078125
education_tertiary_pct,DEU,2018,69.1634292602539
education_tertiary_pct,DEU,2017,68.4692306518555
education_tertiary_pct,DEU,2016,67.9464111328125
education_tertiary_pct,DEU,2015,68.23291015625
education_tertiary_pct,DEU,2014,65.1844787597656
education_tertiary_pct,DEU,2013,60.8984489440918
education_tertiary_pct,DEU,2012,
education_tertiary_pct,DEU,2011,
education_tertiary_pct,DEU,2010,
education_tertiary_pct,DNK,2024,78.9604110717773
education_tertiary_pct,DNK,2023,81.2308197021484
education_tertiary_pct,DNK,2022,84.5866088867188
education_tertiary_pct,DNK,2021,83.982292175293
education_tertiary_pct,DNK,2020,82.6643295288086
education_tertiary_pct,DNK,2019,81.6945877075195
education_tertiary_pct,DNK,2018,81.1405487060547
education_tertiary_pct,DNK,2017,81.3220062255859
education_tertiary_pct,DNK,2016,82.1714935302734
education_tertiary_pct,DNK,2015,83.300407409668
education_tertiary_pct,DNK,2014,81.3143615722656
education_tertiary_pct,DNK,2013,80.4186782836914
education_tertiary_pct,DNK,2012,77.7465515136719
education_tertiary_pct,DNK,2011,75.9300231933594
education_tertiary_pct,DNK,2010,72.4951477050781
education_tertiary_pct,ESP,2024,93.7689666748047
education_tertiary_pct,ESP,2023,93.7303466796875
education_tertiary_pct,ESP,2022,95.0271606445312
education_tertiary_pct,ESP,2021,95.3768997192383
education_tertiary_pct,ESP,2020,91.59912109375
education_tertiary_pct,ESP,2019,91.5387725830078
education_tertiary_pct,ESP,2018,92.5194931030273
education_tertiary_pct,ESP,2017,92.070182800293
education_tertiary_pct,ESP,2016,89.810791015625
education_tertiary_pct,ESP,2015,88.5305328369141
education_tertiary_pct,ESP,2014,87.9358520507812
education_tertiary_pct,ESP,2013,85.1826324462891
education_tertiary_pct,ESP,2012,82.89208984375
education_tertiary_pct,ESP,2011,80.7240905761719
education_tertiary_pct,ESP,2010,76.3829116821289
education_tertiary_pct,EST,2024,65.6692276000977
education_tertiary_pct,EST,2023,67.6179275512695
education_tertiary_pct,EST,2022,71.4251937866211
education_tertiary_pct,EST,2021,73.1502075195312
education_tertiary_pct,EST,2020,72.0443572998047
education_tertiary_pct,EST,2019,72.7060317993164
education_tertiary_pct,EST,2018,72.0659637451172
education_tertiary_pct,EST,2017,72.1369781494141
education_tertiary_pct,EST,2016,73.0334320068359
education_tertiary_pct,EST,2015,74.5832824707031
education_tertiary_pct,EST,2014,76.2024536132812
education_tertiary_pct,EST,2013,75.4523162841797
education_tertiary_pct,EST,2012,72.9364700317383
education_tertiary_pct,EST,2011,71.0235290527344
education_tertiary_pct,EST,2010,68.7101593017578
education_tertiary_pct,FIN,2024,110.304496765137
education_tertiary_pct,FIN,2023,108.130409240723
education_tertiary_pct,FIN,2022,104.944221496582
education_tertiary_pct,FIN,2021,100.868072509766
education_tertiary_pct,FIN,2020,96.4726333618164
education_tertiary_pct,FIN,2019,94.5891189575195
education_tertiary_pct,FIN,2018,92.3850021362305
education_tertiary_pct,FIN,2017,90.6983871459961
education_tertiary_pct,FIN,2016,89.3280029296875
education_tertiary_pct,FIN,2015,89.6573791503906
education_tertiary_pct,FIN,2014,89.9938812255859
education_tertiary_pct,FIN,2013,91.2365264892578
education_tertiary_pct,FIN,2012,91.5533828735352
education_tertiary_pct,FIN,2011,93.2884292602539
education_tertiary_pct,FIN,2010,93.1867599487305
education_tertiary_pct,FRA,2024,71.5346908569336
education_tertiary_pct,FRA,2023,70.4536437988281
education_tertiary_pct,FRA,2022,71.5107269287109
education_tertiary_pct,FRA,2021,69.9397888183594
education_tertiary_pct,FRA,2020,68.8709411621094
education_tertiary_pct,FRA,2019,67.7331314086914
education_tertiary_pct,FRA,2018,67.5435180664062
education_tertiary_pct,FRA,2017,65.8022308349609
education_tertiary_pct,FRA,2016,64.7276763916016
education_tertiary_pct,FRA,2015,62.7859306335449
education_tertiary_pct,FRA,2014,61.5104789733887
education_tertiary_pct,FRA,2013,59.8487586975098
education_tertiary_pct,FRA,2012,57.9090118408203
education_tertiary_pct,FRA,2011,55.6257286071777
education_tertiary_pct,FRA,2010,54.881721496582
education_tertiary_pct,GEO,2024,
education_tertiary_pct,GEO,2023,78.2652247393707
education_tertiary_pct,GEO,2022,79.3253367493498
education_tertiary_pct,GEO,2021,77.2303110681266
education_tertiary_pct,GEO,2020,71.8064531290391
education_tertiary_pct,GEO,2019,69.6463934713126
education_tertiary_pct,GEO,2018,66.747813990461
education_tertiary_pct,GEO,2017,63.535040959252
education_tertiary_pct,GEO,2016,58.1988080034057
education_tertiary_pct,GEO,2015,51.9050659422441
education_tertiary_pct,GEO,2014,46.3290537874173
education_tertiary_pct,GEO,2013,40.5870663959566
education_tertiary_pct,GEO,2012,33.6164699594408
education_tertiary_pct,GEO,2011,35.9205541584628
education_tertiary_pct,GEO,2010,32.7360912804725
education_tertiary_pct,GRC,2024,
education_tertiary_pct,GRC,2023,165.113418579102
education_tertiary_pct,GRC,2022,166.389556884766
education_tertiary_pct,GRC,2021,150.605484008789
education_tertiary_pct,GRC,2020,143.693344116211
education_tertiary_pct,GRC,2019,143.96272277832
education_tertiary_pct,GRC,2018,140.950317382812
education_tertiary_pct,GRC,2017,135.333923339844
education_tertiary_pct,GRC,2016,131.403213500977
education_tertiary_pct,GRC,2015,
education_tertiary_pct,GRC,2014,119.104209899902
education_tertiary_pct,GRC,2013,112.705833435059
education_tertiary_pct,GRC,2012,110.122978210449
education_tertiary_pct,GRC,2011,105.812690734863
education_tertiary_pct,GRC,2010,101.694053649902
education_tertiary_pct,HRV,2024,
education_tertiary_pct,HRV,2023,81.1775207519531
education_tertiary_pct,HRV,2022,80.7626724243164
education_tertiary_pct,HRV,2021,78.0067901611328
education_tertiary_pct,HRV,2020,74.738037109375
education_tertiary_pct,HRV,2019,74.0501174926758
education_tertiary_pct,HRV,2018,72.8625411987305
education_tertiary_pct,HRV,2017,71.3775863647461
education_tertiary_pct,HRV,2016,69.5889511108398
education_tertiary_pct,HRV,2015,68.4413986206055
education_tertiary_pct,HRV,2014,68.6392517089844
education_tertiary_pct,HRV,2013,66.7111129760742
education_tertiary_pct,HRV,2012,62.0256614685059
education_tertiary_pct,HRV,2011,59.3388595581055
education_tertiary_pct,HRV,2010,57.0685997009277
education_tertiary_pct,HUN,2024,60.5168685913086
education_tertiary_pct,HUN,2023,56.5924415588379
education_tertiary_pct,HUN,2022,60.2746810913086
education_tertiary_pct,HUN,2021,58.6536102294922
education_tertiary_pct,HUN,2020,56.6071815490723
education_tertiary_pct,HUN,2019,54.2122917175293
education_tertiary_pct,HUN,2018,52.5629386901855
education_tertiary_pct,HUN,2017,51.3840599060059
education_tertiary_pct,HUN,2016,50.7361488342285
education_tertiary_pct,HUN,2015,50.9797401428223
education_tertiary_pct,HUN,2014,53.4245910644531
education_tertiary_pct,HUN,2013,57.5212211608887
education_tertiary_pct,HUN,2012,60.6758003234863
education_tertiary_pct,HUN,2011,59.9984893798828
education_tertiary_pct,HUN,2010,60.7487602233887
education_tertiary_pct,IRL,2024,
education_tertiary_pct,IRL,2023,
education_tertiary_pct,IRL,2022,77.5933380126953
education_tertiary_pct,IRL,2021,78.4613265991211
education_tertiary_pct,IRL,2020,74.1961975097656
education_tertiary_pct,IRL,2019,74.444580078125
education_tertiary_pct,IRL,2018,76.7604675292969
education_tertiary_pct,IRL,2017,77.5191116333008
education_tertiary_pct,IRL,2016,77.5571365356445
education_tertiary_pct,IRL,2015,77.2321472167969
education_tertiary_pct,IRL,2014,73.813232421875
education_tertiary_pct,IRL,2013,71.6995468139648
education_tertiary_pct,IRL,2012,68.1972503662109
education_tertiary_pct,IRL,2011,67.7985916137695
education_tertiary_pct,IRL,2010,63.1264381408691
education_tertiary_pct,ITA,2024,
education_tertiary_pct,ITA,2023,75.9496536254883
education_tertiary_pct,ITA,2022,73.8962097167969
education_tertiary_pct,ITA,2021,71.2745208740234
education_tertiary_pct,ITA,2020,68.7231063842773
education_tertiary_pct,ITA,2019,65.6895065307617
education_tertiary_pct,ITA,2018,64.4753265380859
education_tertiary_pct,ITA,2017,62.69580078125
education_tertiary_pct,ITA,2016,61.3571014404297
education_tertiary_pct,ITA,2015,60.941291809082
education_tertiary_pct,ITA,2014,60.8831481933594
education_tertiary_pct,ITA,2013,60.8925285339355
education_tertiary_pct,ITA,2012,62.3447418212891
education_tertiary_pct,ITA,2011,64.2492523193359
education_tertiary_pct,ITA,2010,65.3790435791016
education_tertiary_pct,LTU,2024,75.6177368164062
education_tertiary_pct,LTU,2023,77.0064163208008
education_tertiary_pct,LTU,2022,76.9154586791992
education_tertiary_pct,LTU,2021,75.0314712524414
education_tertiary_pct,LTU,2020,73.5892868041992
education_tertiary_pct,LTU,2019,75.0942306518555
education_tertiary_pct,LTU,2018,77.3577728271484
education_tertiary_pct,LTU,2017,76.5389785766602
education_tertiary_pct,LTU,2016,74.0858306884766
education_tertiary_pct,LTU,2015,72.1163330078125
education_tertiary_pct,LTU,2014,72.034538269043
education_tertiary_pct,LTU,2013,74.3968200683594
education_tertiary_pct,LTU,2012,79.7516326904297
education_tertiary_pct,LTU,2011,84.0555877685547
education_tertiary_pct,LTU,2010,86.5725708007812
education_tertiary_pct,LUX,2024,22.4103698730469
education_tertiary_pct,LUX,2023,21.5371704101562
education_tertiary_pct,LUX,2022,21.032600402832
education_tertiary_pct,LUX,2021,20.7341499328613
education_tertiary_pct,LUX,2020,19.961389541626
education_tertiary_pct,LUX,2019,19.3969497680664
education_tertiary_pct,LUX,2018,19.3915195465088
education_tertiary_pct,LUX,2017,19.5990200042725
education_tertiary_pct,LUX,2016,19.9203605651856
education_tertiary_pct,LUX,2015,20.2907104492188
education_tertiary_pct,LUX,2014,
education_tertiary_pct,LUX,2013,
education_tertiary_pct,LUX,2012,19.117790222168
education_tertiary_pct,LUX,2011,
education_tertiary_pct,LUX,2010,18.2021293640137
education_tertiary_pct,LVA,2024,82.917350769043
education_tertiary_pct,LVA,2023,85.7360610961914
education_tertiary_pct,LVA,2022,91.3303680419922
education_tertiary_pct,LVA,2021,93.4839324951172
education_tertiary_pct,LVA,2020,94.5108337402344
education_tertiary_pct,LVA,2019,94.8645324707031
education_tertiary_pct,LVA,2018,93.0244827270508
education_tertiary_pct,LVA,2017,88.0574264526367
education_tertiary_pct,LVA,2016,80.6048126220703
education_tertiary_pct,LVA,2015,74.2998809814453
education_tertiary_pct,LVA,2014,70.8979415893555
education_tertiary_pct,LVA,2013,69.0765991210938
education_tertiary_pct,LVA,2012,66.6435470581055
education_tertiary_pct,LVA,2011,67.9534683227539
education_tertiary_pct,LVA,2010,69.0510406494141
education_tertiary_pct,MDA,2024,74.7109378669046
education_tertiary_pct,MDA,2023,71.1679028753075
education_tertiary_pct,MDA,2022,68.0572346521372
education_tertiary_pct,MDA,2021,61.3014036981023
education_tertiary_pct,MDA,2020,56.2498196612517
education_tertiary_pct,MDA,2019,54.7812048030675
education_tertiary_pct,MDA,2018,52.8423092059456
education_tertiary_pct,MDA,2017,51.9490291393525
education_tertiary_pct,MDA,2016,52.8435823784374
education_tertiary_pct,MDA,2015,52.1000519119307
education_tertiary_pct,MDA,2014,52.151516238366
education_tertiary_pct,MDA,2013,41.2771708905345
education_tertiary_pct,MDA,2012,40.1086414991241
education_tertiary_pct,MDA,2011,39.4480430115419
education_tertiary_pct,MDA,2010,38.1453631147397
education_tertiary_pct,MLT,2024,
education_tertiary_pct,MLT,2023,80.5250091552734
education_tertiary_pct,MLT,2022,74.5901336669922
education_tertiary_pct,MLT,2021,70.2313537597656
education_tertiary_pct,MLT,2020,61.4767112731934
education_tertiary_pct,MLT,2019,58.4985084533691
education_tertiary_pct,MLT,2018,57.8407592773438
education_tertiary_pct,MLT,2017,54.0890197753906
education_tertiary_pct,MLT,2016,49.2171897888184
education_tertiary_pct,MLT,2015,48.0389709472656
education_tertiary_pct,MLT,2014,45.4103507995605
education_tertiary_pct,MLT,2013,44.4813919067383
education_tertiary_pct,MLT,2012,42.5473289489746
education_tertiary_pct,MLT,2011,39.4486618041992
education_tertiary_pct,MLT,2010,36.8344192504883
education_tertiary_pct,NLD,2024,
education_tertiary_pct,NLD,2023,86.5938262939453
education_tertiary_pct,NLD,2022,
education_tertiary_pct,NLD,2021,89.3898620605469
education_tertiary_pct,NLD,2020,85.3370819091797
education_tertiary_pct,NLD,2019,
education_tertiary_pct,NLD,2018,83.652473449707
education_tertiary_pct,NLD,2017,83.2009887695312
education_tertiary_pct,NLD,2016,79.8454895019531
education_tertiary_pct,NLD,2015,80.1601486206055
education_tertiary_pct,NLD,2014,
education_tertiary_pct,NLD,2013,
education_tertiary_pct,NLD,2012,75.8141632080078
education_tertiary_pct,NLD,2011,75.518798828125
education_tertiary_pct,NLD,2010,63.7049789428711
education_tertiary_pct,POL,2024,80.9149627685547
education_tertiary_pct,POL,2023,76.8794097900391
education_tertiary_pct,POL,2022,75.2911071777344
education_tertiary_pct,POL,2021,72.2060623168945
education_tertiary_pct,POL,2020,70.9730377197266
education_tertiary_pct,POL,2019,70.9065017700195
education_tertiary_pct,POL,2018,71.0217437744141
education_tertiary_pct,POL,2017,70.6174621582031
education_tertiary_pct,POL,2016,69.8503799438477
education_tertiary_pct,POL,2015,69.3731994628906
education_tertiary_pct,POL,2014,70.2389678955078
education_tertiary_pct,POL,2013,73.317268371582
education_tertiary_pct,POL,2012,75.0382919311523
education_tertiary_pct,POL,2011,75.8021011352539
education_tertiary_pct,POL,2010,76.5571212768555
education_tertiary_pct,PRT,2024,
education_tertiary_pct,PRT,2023,77.6778182983398
education_tertiary_pct,PRT,2022,75.0714797973633
education_tertiary_pct,PRT,2021,72.5122375488281
education_tertiary_pct,PRT,2020,68.1568908691406
education_tertiary_pct,PRT,2019,66.0920562744141
education_tertiary_pct,PRT,2018,65.1127395629883
education_tertiary_pct,PRT,2017,64.2040176391602
education_tertiary_pct,PRT,2016,63.2387504577637
education_tertiary_pct,PRT,2015,61.7960205078125
education_tertiary_pct,PRT,2014,
education_tertiary_pct,PRT,2013,
education_tertiary_pct,PRT,2012,
education_tertiary_pct,PRT,2011,
education_tertiary_pct,PRT,2010,
education_tertiary_pct,ROU,2024,
education_tertiary_pct,ROU,2023,55.1682891845703
education_tertiary_pct,ROU,2022,58.2390403747559
education_tertiary_pct,ROU,2021,55.2656097412109
education_tertiary_pct,ROU,2020,53.4911117553711
education_tertiary_pct,ROU,2019,52.4439697265625
education_tertiary_pct,ROU,2018,51.9943504333496
education_tertiary_pct,ROU,2017,50.5108184814453
education_tertiary_pct,ROU,2016,49.911319732666
education_tertiary_pct,ROU,2015,49.3609886169434
education_tertiary_pct,ROU,2014,51.0950393676758
education_tertiary_pct,ROU,2013,51.3826103210449
education_tertiary_pct,ROU,2012,54.9534912109375
education_tertiary_pct,ROU,2011,66.7865829467773
education_tertiary_pct,ROU,2010,75.2290267944336
education_tertiary_pct,SVK,2024,54.4743194580078
education_tertiary_pct,SVK,2023,53.417610168457
education_tertiary_pct,SVK,2022,52.4959106445312
education_tertiary_pct,SVK,2021,50.7342491149902
education_tertiary_pct,SVK,2020,48.3790016174316
education_tertiary_pct,SVK,2019,48.1902389526367
education_tertiary_pct,SVK,2018,47.8138313293457
education_tertiary_pct,SVK,2017,49.1256103515625
education_tertiary_pct,SVK,2016,50.3014488220215
education_tertiary_pct,SVK,2015,52.7206687927246
education_tertiary_pct,SVK,2014,53.8843002319336
education_tertiary_pct,SVK,2013,55.253978729248
education_tertiary_pct,SVK,2012,57.0384407043457
education_tertiary_pct,SVK,2011,57.1524887084961
education_tertiary_pct,SVK,2010,58.0442390441895
education_tertiary_pct,SVN,2024,
education_tertiary_pct,SVN,2023,80.0806884765625
education_tertiary_pct,SVN,2022,82.3922576904297
education_tertiary_pct,SVN,2021,82.2400436401367
education_tertiary_pct,SVN,2020,75.8166809082031
education_tertiary_pct,SVN,2019,76.4720077514648
education_tertiary_pct,SVN,2018,77.3015975952148
education_tertiary_pct,SVN,2017,79.2703475952148
education_tertiary_pct,SVN,2016,79.4747467041016
education_tertiary_pct,SVN,2015,82.1997833251953
education_tertiary_pct,SVN,2014,84.3780288696289
education_tertiary_pct,SVN,2013,87.8572082519531
education_tertiary_pct,SVN,2012,89.0215606689453
education_tertiary_pct,SVN,2011,87.1887130737305
education_tertiary_pct,SVN,2010,90.2514877319336
education_tertiary_pct,SWE,2024,83.9988098144531
education_tertiary_pct,SWE,2023,81.3998184204102
education_tertiary_pct,SWE,2022,83.8976135253906
education_tertiary_pct,SWE,2021,85.9426193237305
education_tertiary_pct,SWE,2020,79.1196365356445
education_tertiary_pct,SWE,2019,75.1148529052734
education_tertiary_pct,SWE,2018,73.4083786010742
education_tertiary_pct,SWE,2017,70.4342498779297
education_tertiary_pct,SWE,2016,68.306037902832
education_tertiary_pct,SWE,2015,66.4283218383789
education_tertiary_pct,SWE,2014,64.9541931152344
education_tertiary_pct,SWE,2013,65.7820892333984
education_tertiary_pct,SWE,2012,68.742301940918
education_tertiary_pct,SWE,2011,71.9184112548828
education_tertiary_pct,SWE,2010,73.0818328857422
education_tertiary_pct,UKR,2024,87.1920013427734
education_tertiary_pct,UKR,2023,82.5533599853516
education_tertiary_pct,UKR,2022,
education_tertiary_pct,UKR,2021,75.9079435107907
education_tertiary_pct,UKR,2020,82.1345992180731
education_tertiary_pct,UKR,2019,84.48135621115
education_tertiary_pct,UKR,2018,81.4946716210446
education_tertiary_pct,UKR,2017,80.1990246943391
education_tertiary_pct,UKR,2016,77.0398374695438
education_tertiary_pct,UKR,2015,76.8646556476929
education_tertiary_pct,UKR,2014,83.7842174613245
education_tertiary_pct,UKR,2013,81.5320112568844
education_tertiary_pct,UKR,2012,83.8798999891598
education_tertiary_pct,UKR,2011,84.7981059629784
education_tertiary_pct,UKR,2010,81.9082510858655
population_ages_15_64,ARM,2024,67.0601533606123
population_ages_15_64,ARM,2023,67.2436198631987
population_ages_15_64,ARM,2022,67.2222792072338
population_ages_15_64,ARM,2021,67.3509680096337
population_ages_15_64,ARM,2020,67.4875319646095
population_ages_15_64,ARM,2019,67.6540902691366
population_ages_15_64,ARM,2018,67.836738214504
population_ages_15_64,ARM,2017,68.1111272919884
population_ages_15_64,ARM,2016,68.5339571072627
population_ages_15_64,ARM,2015,68.961951131008
population_ages_15_64,ARM,2014,69.3383433330299
population_ages_15_64,ARM,2013,69.6400159040937
population_ages_15_64,ARM,2012,69.877939557455
population_ages_15_64,ARM,2011,69.9991499247162
population_ages_15_64,ARM,2010,69.9705705545878
population_ages_15_64,AUT,2024,65.1655943390134
population_ages_15_64,AUT,2023,65.5333445996897
population_ages_15_64,AUT,2022,65.8640953229773
population_ages_15_64,AUT,2021,66.1764816581673
population_ages_15_64,AUT,2020,66.4370522356064
population_ages_15_64,AUT,2019,66.6368554183168
population_ages_15_64,AUT,2018,66.8074529749847
population_ages_15_64,AUT,2017,66.974326831199
population_ages_15_64,AUT,2016,67.1339749165576
population_ages_15_64,AUT,2015,67.234719049435
population_ages_15_64,AUT,2014,67.3108310981136
population_ages_15_64,AUT,2013,67.4266821192924
population_ages_15_64,AUT,2012,67.5601644337772
population_ages_15_64,AUT,2011,67.6180439804748
population_ages_15_64,AUT,2010,67.5198292810067
population_ages_15_64,AZE,2024,69.6325984108376
population_ages_15_64,AZE,2023,69.64501196768
population_ages_15_64,AZE,2022,69.6758832959182
population_ages_15_64,AZE,2021,69.708000115884
population_ages_15_64,AZE,2020,69.7266672756005
population_ages_15_64,AZE,2019,69.825581884135
population_ages_15_64,AZE,2018,69.8692138262529
population_ages_15_64,AZE,2017,69.9448498293551
population_ages_15_64,AZE,2016,70.2891585164324
population_ages_15_64,AZE,2015,70.7521032313631
population_ages_15_64,AZE,2014,71.2018299395149
population_ages_15_64,AZE,2013,71.6592530898028
population_ages_15_64,AZE,2012,72.0406993018106
population_ages_15_64,AZE,2011,72.0939429460413
population_ages_15_64,AZE,2010,71.8007526197132
population_ages_15_64,BEL,2024,63.4457922250499
population_ages_15_64,BEL,2023,63.5639803078539
population_ages_15_64,BEL,2022,63.7031280332457
population_ages_15_64,BEL,2021,63.8651840723626
population_ages_15_64,BEL,2020,63.9755896544114
population_ages_15_64,BEL,2019,64.0794211416653
population_ages_15_64,BEL,2018,64.2447525310394
population_ages_15_64,BEL,2017,64.4426328280277
population_ages_15_64,BEL,2016,64.6607620134318
population_ages_15_64,BEL,2015,64.8430252778753
population_ages_15_64,BEL,2014,65.0395058250497
population_ages_15_64,BEL,2013,65.2910824069226
population_ages_15_64,BEL,2012,65.5288562215249
population_ages_15_64,BEL,2011,65.771386607117
population_ages_15_64,BEL,2010,65.9424518102042
population_ages_15_64,BGR,2024,63.4952025385603
population_ages_15_64,BGR,2023,63.6293606509783
population_ages_15_64,BGR,2022,63.7634737521873
population_ages_15_64,BGR,2021,63.8135029889597
population_ages_15_64,BGR,2020,63.8814581406739
population_ages_15_64,BGR,2019,64.1335371141353
population_ages_15_64,BGR,2018,64.5280031853111
population_ages_15_64,BGR,2017,64.9588436261308
population_ages_15_64,BGR,2016,65.3990271954816
population_ages_15_64,BGR,2015,65.8828672924077
population_ages_15_64,BGR,2014,66.4196171095264
population_ages_15_64,BGR,2013,66.9753508090845
population_ages_15_64,BGR,2012,67.4917027281691
population_ages_15_64,BGR,2011,67.9655488971921
population_ages_15_64,BGR,2010,68.3958807402685
population_ages_15_64,BLR,2024,66.0362068021274
population_ages_15_64,BLR,2023,66.2627417811946
population_ages_15_64,BLR,2022,66.5333622144506
population_ages_15_64,BLR,2021,66.8571610783922
population_ages_15_64,BLR,2020,67.2194165637181
population_ages_15_64,BLR,2019,67.6546230933346
population_ages_15_64,BLR,2018,68.079682439857
population_ages_15_64,BLR,2017,68.4886180343404
population_ages_15_64,BLR,2016,68.9918011391333
population_ages_15_64,BLR,2015,69.5172848567025
population_ages_15_64,BLR,2014,70.0684624749577
population_ages_15_64,BLR,2013,70.5764717728536
population_ages_15_64,BLR,2012,70.9909034339942
population_ages_15_64,BLR,2011,71.2520882300624
population_ages_15_64,BLR,2010,71.2064002518662
population_ages_15_64,CYP,2024,69.3116377895017
population_ages_15_64,CYP,2023,69.6228295608359
population_ages_15_64,CYP,2022,69.8887987561685
population_ages_15_64,CYP,2021,70.1591161068193
population_ages_15_64,CYP,2020,70.4395285842361
population_ages_15_64,CYP,2019,70.6890608830614
population_ages_15_64,CYP,2018,70.908704590838
population_ages_15_64,CYP,2017,71.117190760722
population_ages_15_64,CYP,2016,71.326455758874
population_ages_15_64,CYP,2015,71.5197152279025
population_ages_15_64,CYP,2014,71.6676353521237
population_ages_15_64,CYP,2013,71.7655281929563
population_ages_15_64,CYP,2012,71.8250518921878
population_ages_15_64,CYP,2011,71.8255025654333
population_ages_15_64,CYP,2010,71.6949964821405
population_ages_15_64,CZE,2024,63.7573202107069
population_ages_15_64,CZE,2023,63.7804637975688
population_ages_15_64,CZE,2022,63.5339892495353
population_ages_15_64,CZE,2021,63.3939300705344
population_ages_15_64,CZE,2020,63.7032085719896
population_ages_15_64,CZE,2019,64.1400490294769
population_ages_15_64,CZE,2018,64.6915656051411
population_ages_15_64,CZE,2017,65.3001802474571
population_ages_15_64,CZE,2016,65.9601528606104
population_ages_15_64,CZE,2015,66.6295181305301
population_ages_15_64,CZE,2014,67.2980768549652
population_ages_15_64,CZE,2013,67.9917611396456
population_ages_15_64,CZE,2012,68.7404703476191
population_ages_15_64,CZE,2011,69.5092644845973
population_ages_15_64,CZE,2010,70.1383514992853
population_ages_15_64,DEU,2024,62.8942524078782
population_ages_15_64,DEU,2023,63.2943857808214
population_ages_15_64,DEU,2022,63.6285624993021
population_ages_15_64,DEU,2021,64.007731691245
population_ages_15_64,DEU,2020,64.3935455490144
population_ages_15_64,DEU,2019,64.709009583285
population_ages_15_64,DEU,2018,64.9876223341919
population_ages_15_64,DEU,2017,65.2493405041228
population_ages_15_64,DEU,2016,65.5385099359924
population_ages_15_64,DEU,2015,65.7365353514053
population_ages_15_64,DEU,2014,65.8621937797938
population_ages_15_64,DEU,2013,65.9544693115349
population_ages_15_64,DEU,2012,65.9715437998931
population_ages_15_64,DEU,2011,65.8994933869984
population_ages_15_64,DEU,2010,65.7386429233445
population_ages_15_64,DNK,2024,63.4375462156532
population_ages_15_64,DNK,2023,63.5328644525895
population_ages_15_64,DNK,2022,63.5629737128517
population_ages_15_64,DNK,2021,63.5779425764326
population_ages_15_64,DNK,2020,63.6927358686314
population_ages_15_64,DNK,2019,63.8569667124335
population_ages_15_64,DNK,2018,64.0075911860982
population_ages_15_64,DNK,2017,64.1478791251183
population_ages_15_64,DNK,2016,64.2825644561006
population_ages_15_64,DNK,2015,64.3803658918722
population_ages_15_64,DNK,2014,64.4747664425739
population_ages_15_64,DNK,2013,64.6171531249485
population_ages_15_64,DNK,2012,64.8353207706159
population_ages_15_64,DNK,2011,65.1391017778439
population_ages_15_64,DNK,2010,65.4503784115053
population_ages_15_64,ESP,2024,65.9328112372132
population_ages_15_64,ESP,2023,66.0876417150889
population_ages_15_64,ESP,2022,66.2160904145149
population_ages_15_64,ESP,2021,66.2783015470184
population_ages_15_64,ESP,2020,66.2408766587242
population_ages_15_64,ESP,2019,66.1693765330282
population_ages_15_64,ESP,2018,66.1319737035927
population_ages_15_64,ESP,2017,66.1865982307919
population_ages_15_64,ESP,2016,66.3143685616246
population_ages_15_64,ESP,2015,66.4614550787613
population_ages_15_64,ESP,2014,66.6930927877804
population_ages_15_64,ESP,2013,67.0770392025555
population_ages_15_64,ESP,2012,67.4834730652077
population_ages_15_64,ESP,2011,67.8223406857849
population_ages_15_64,ESP,2010,68.1859842081222
population_ages_15_64,EST,2024,63.065048884786
population_ages_15_64,EST,2023,63.1176144459171
population_ages_15_64,EST,2022,63.1367948024264
population_ages_15_64,EST,2021,63.1847055320839
population_ages_15_64,EST,2020,63.3615345768253
population_ages_15_64,EST,2019,63.6685115518553
population_ages_15_64,EST,2018,63.9606434212114
population_ages_15_64,EST,2017,64.2570788686562
population_ages_15_64,EST,2016,64.6626626611412
population_ages_15_64,EST,2015,65.0969209844087
population_ages_15_64,EST,2014,65.5532115284544
population_ages_15_64,EST,2013,66.0628361595682
population_ages_15_64,EST,2012,66.5458455061787
population_ages_15_64,EST,2011,66.9955155261488
population_ages_15_64,EST,2010,67.3236704236026
population_ages_15_64,FIN,2024,61.4695769443402
population_ages_15_64,FIN,2023,61.4871173254305
population_ages_15_64,FIN,2022,61.5502866698304
