country,year,fixed_broad_price_usd,fixed_broad_price,fixed_broad_price_ppp,mobile_broad_price_usd,mobile_broad_price,mobile_broad_price_ppp,fixed_broadband_subs,fixed_broadband_subs_alt,internet_users_pct,int_bandwidth,int_bandwidth_alt,int_bandwidth_i994u,int_bandwidth_i994B,mobile_subs,mobile_subs_i911,access_to_electricity,education_secondary_pct,education_tertiary_pct,electric_power_consumption,gdp_growth,gdp_per_capita,gdp_per_capita_constant,high_tech_exports,ict_goods_exports,inflation_gdp_deflator,labor_force_advanced_education,population,population_ages_15_64,population_density,regulatory_quality_estimate,research_development_expenditure,secure_internet_servers,urban_population_pct,wage_salaried_workers,region,log_fixed_broadband_subs,log_internet_users_pct,log_int_bandwidth,log_mobile_subs,log_fixed_broad_price,log_fixed_broad_price_usd,log_fixed_broad_price_ppp,log_mobile_broad_price,log_gdp_per_capita,log_population,log_population_density,log_secure_internet_servers,eap,eu,log_price_x_eap,log_price_x_eu,log_fixed_broad_price_lag1,log_mobile_broad_price_lag1,time_trend,time_trend_sq,post_covid
ARM,2020,12.37,3.19,35.96,3.71,0.96,10.79,430407.0,14.8883804721864,76.50770055,590968.0,204424.101626764,267194.151891391,225472.268538029,3488797.0,120.682370700808,100.0,89.879997253418,52.3331534448642,2114.13135235523,-7.19999999920631,4268.68093304583,4032.09043454955,26514439.0,0.43,1.80659270159933,73.862,2961500,67.4875319646095,105.027376627853,0.238748028874397,0.2092,587.877764646294,65.174217253699,60.2982886395994,EaP,12.972488875017564,4.350377293358715,13.289518841543806,15.065067822247517,1.4327007339340463,2.5930133911138515,3.6098362467734835,0.6729444732424258,8.359294380490686,14.901206792365823,4.6636973308401775,6.378218631802297,1,0,1.4327007339340463,0.0,1.3686394258811698,0.9042181506398858,10,100,1
ARM,2021,11.54,3.51,35.97,3.46,1.05,10.79,466621.0,16.2565945813558,78.61225758,477470.0,166345.625566786,211602.656749999,225472.268538029,3599278.0,125.395134877327,100.0,94.7174619293061,56.6235144830279,2262.09364345272,5.80000000065645,4685.17997128509,4264.79961505187,37562644.0,0.51,6.90051365787157,75.206,2962300,67.3509680096337,105.056940272915,0.131828442215919,0.20557,712.95952469365,65.3572875314441,63.212011820089,EaP,13.053274787050759,4.377168070693633,13.076258704074306,15.096244105590289,1.506297153514587,2.5289235352047745,3.6101067729485403,0.7178397931503168,8.452373024494369,14.901476889173537,4.663976122272619,6.570826272628621,1,0,1.506297153514587,0.0,1.4327007339340463,0.6729444732424258,11,121,1
ARM,2022,17.77,4.2,46.85,11.11,2.62,29.28,510781.0,17.7300708049016,77.02767465,432550.0,150145.407261824,194923.977582729,225472.268538029,3760695.0,130.540072214196,100.0,91.6414184570312,57.1818422625098,2403.67775831874,12.5999999997766,6571.97445545099,4791.00481712183,497178920.0,9.78,7.98587852828175,70.294,2969200,67.2222792072338,105.297053157777,-0.0190788023173809,0.20955,862.185100363734,65.5624462874485,63.673385340086,EaP,13.143698163678586,4.357063566966947,12.977455517477308,15.140114604618983,1.6486586255873816,2.9322598505984176,3.8680711178989635,1.2864740258376797,8.790721741971375,14.903803451016527,4.666237563023633,6.760629152863228,1,0,1.6486586255873816,0.0,1.506297153514587,0.7178397931503168,12,144,1
ARM,2023,20.67,3.28,46.57,7.24,1.15,16.3,545876.0,18.5458075085454,79.99663036,459005.0,155944.177349066,194938.432598315,225472.268538029,3959451.0,134.519957069953,100.0,92.7667388916016,56.2770051010456,2403.67775831874,8.29999999959539,8159.08720967996,5197.23509013575,840724814.0,9.78,3.10027629995311,72.326,2964300,67.2436198631987,105.119108748259,0.047635018825531,0.18115,1177.00637587289,65.6956882008852,65.1771184172776,EaP,13.210148954623605,4.394407553313287,13.036818560852671,15.191616189816353,1.4539530095937052,3.075928815548268,3.8622023104441903,0.7654678421395714,9.007010135361822,14.902151812198879,4.664562130706746,7.071578776652649,1,0,1.4539530095937052,0.0,1.6486586255873816,1.2864740258376797,13,169,1
ARM,2024,18.0,2.52,43.26,6.43,0.9,15.45,603960.0,20.3090953111129,81.33930206,459005.0,155944.177349066,194938.432598315,225472.268538029,4011322.0,134.88694751567,100.0,92.7667388916016,52.7748065090859,2403.67775831874,5.90000000046228,8556.21406956719,5378.31799981682,892555441.0,9.78,1.40106081544975,72.326,3033500,67.0601533606123,105.119108748259,0.047635018825531,0.18115,1735.28926982034,65.8113671449901,65.6864113930678,EaP,13.311264905295825,4.410848539988128,13.036818560852671,15.204631670056438,1.2584609896100056,2.9444389791664403,3.7900813346229034,0.6418538861723947,9.05452995699975,14.925227956016652,4.664562130706746,7.459505511419887,1,0,1.2584609896100056,0.0,1.4539530095937052,0.7654678421395714,14,196,1
AUT,2010,39.31,0.96,35.05,13.84,0.34,13.95,2050400.0,24.5113861270145,75.17,345530.0,41306.1804938906,54950.3531912872,170295.712173484,12241000.0,146.334314075685,100.0,76.5599975585938,75.0402526855469,8395.38541962101,1.80898243043663,46611.1393420232,43035.4073531933,15801989058.0,3.95,0.891338694909649,75.466,8363404,67.5198292810067,101.350024236549,1.4505158662796,2.7261,690.149608939135,67.1047429254747,84.7962434974606,EU,14.533545941741595,4.3329676843846965,12.75283764320099,16.320301612750317,0.6729444732424258,3.6965995771290743,3.584906863730958,0.29266961396282004,10.749616287091055,15.939376198788837,4.628398548907945,6.538356311098349,0,1,0.0,0.6729444732424258,,,0,0,0
AUT,2011,39.31,0.94,35.12,13.84,0.34,13.95,2097700.0,24.9926429150975,78.7399930986888,427421.0,50924.252406988,64673.9355731998,205688.64292589,13022578.0,155.15499918387,100.0,76.4300003051758,77.2625122070312,8406.10116517111,2.92746800169145,51116.8953522042,44146.1956805294,17846798301.0,3.79,1.81993743804168,76.071,8391643,67.6180439804748,101.692232186137,1.37697684764862,2.66868,1068.4439268925,67.1484255415056,85.528928802143,EU,14.556352541099358,4.378771255405535,12.965527094571454,16.382195255006582,0.6626879730752367,3.6965995771290743,3.5868467285487844,0.29266961396282004,10.841889917472349,15.942747006804789,4.631736478106461,6.974894097874973,0,1,0.0,0.6626879730752367,0.6729444732424258,0.29266961396282004,1,1,0
AUT,2012,24.61,0.59,22.3,13.84,0.34,13.95,2130200.0,25.2644782408466,80.0299939169903,510567.0,60553.9801990156,75664.1069619774,241745.738636364,13588000.0,161.155633431895,100.0,76.9800033569336,79.5471267700195,8526.93674287434,0.628246239479637,48250.4059142637,44221.4599530893,18475532604.0,3.89,2.09166476490424,76.648,8429991,67.5601644337772,102.156943771207,1.51716470718384,2.91472,1613.40623020831,67.2085909812279,85.8916007976237,EU,14.571726899430582,4.39481938140155,13.14327911045857,16.42469768185696,0.46373401623214006,3.242982900211434,3.1484533605716547,0.29266961396282004,10.78418024446208,15.947306380985891,4.636251554471209,7.386722508739761,0,1,0.0,0.46373401623214006,0.6626879730752367,0.29266961396282004,2,4,0
AUT,2013,25.43,0.6,22.06,13.84,0.34,13.95,2232500.0,26.3222866586035,80.6188,728138.0,85851.0959149933,106490.168440852,328730.474040632,13272000.0,156.483488704585,100.0,77.3099975585938,80.9616012573242,8501.23876406383,-0.250726423318454,50305.3545774973,43851.3675497404,20793050424.0,4.21,1.70872288191161,77.013,8479823,67.4266821192924,102.760821619001,1.48221373558044,2.95492,1857.46801554702,67.2981308784247,85.8903327641184,EU,14.618633039661022,4.402059627590726,13.498247243019168,16.401167186199007,0.47000362924573563,3.2744997286161976,3.138099514840913,0.29266961396282004,10.825886681657074,15.953200252835723,4.6420884584329,7.527507779767865,0,1,0.0,0.47000362924573563,0.46373401623214006,0.29266961396282004,3,9,0
AUT,2014,25.41,0.61,22.15,13.84,0.34,13.95,2359000.0,27.597689562142,80.9958249574764,330000.0,38606.348264124,47664.6151630566,139889.783806698,12952605.0,151.531145320495,100.0,78.4300003051758,81.0195693969727,8342.73695128076,0.755798850316665,51314.9722616322,43838.8345892137,21648234621.0,4.28,2.00674413208939,76.676,8546356,67.3108310981136,103.567086766844,1.48217010498047,3.08429,2345.32706103046,67.4154327591781,85.7999646440413,EU,14.673748782298158,4.406668330815306,12.706850963741102,16.376807561385906,0.47623417899637155,3.273742726309041,3.1419947805322432,0.29266961396282004,10.84575733282875,15.961015668242924,4.649828844054823,7.760606431700389,0,1,0.0,0.47623417899637155,0.47000362924573563,0.29266961396282004,4,16,0
AUT,2015,23.46,0.57,24.46,13.84,0.34,13.95,2455500.0,28.4068593397138,83.9401419315026,360000.0,41647.1975658601,49615.3528068196,139889.783806698,13470623.0,155.837138171172,100.0,79.0100021362305,82.2563095092773,8318.46625689498,1.30352331826198,43915.228020857,43915.228020857,18084614342.0,4.12,2.29263470154871,76.79,8642699,67.234719049435,104.734597673291,1.3904470205307,3.04969,3081.90763093797,67.5576175537383,86.1871997799318,EU,14.713841371710386,4.441946795845615,12.793862088206213,16.416021872480606,0.45107561936021656,3.1970391302590264,3.2371085931292605,0.29266961396282004,10.69003918954574,15.972225591962284,4.6609321588391,8.033628466664684,0,1,0.0,0.45107561936021656,0.47623417899637155,0.29266961396282004,5,25,0
AUT,2016,23.4,0.59,24.7,13.84,0.34,13.95,2523300.0,28.8775983744406,84.3237425711653,395000.0,45205.2921091588,53609.2098509594,139889.783806698,11079460.0,126.797525496643,100.0,79.370002746582,82.8496932983398,8255.77897660756,2.11721964494312,45061.4993920192,44362.6702805116,17333979956.0,3.79,1.81475082333313,76.749,8736668,67.1339749165576,105.873339796413,1.42889010906219,3.11655,4449.98024418463,67.7218061923556,86.5245743324332,EU,14.741078522924983,4.446452757750871,12.886643575525625,16.22060359189076,0.46373401623214006,3.1945831322991562,3.246490991901174,0.29266961396282004,10.71580568053536,15.98303955370508,4.671644393067619,8.40087963049435,0,1,0.0,0.46373401623214006,0.45107561936021656,0.29266961396282004,6,36,0
AUT,2017,31.72,0.84,32.99,13.84,0.34,13.95,2511400.0,28.5425998928488,87.9355865856062,405000.0,46029.1190435763,52344.1314612332,139889.783806698,10859000.0,123.414865109678,100.0,79.6600036621094,83.8392562866211,8458.13489776604,2.27224992038207,47163.7425775142,45056.6385912412,17025647706.0,3.48,0.975317906732371,77.229,8797566,66.974326831199,106.61131846825,1.42786145210266,3.05656,7431.71463561626,67.9051196052802,86.8687430594332,EU,14.736351322721202,4.487912361472257,12.91164481522143,16.200504879288545,0.6097655716208942,3.487986511734546,3.5260663637080247,0.29266961396282004,10.761401913155654,15.98998576394882,4.678525832420952,8.913646432439316,0,1,0.0,0.6097655716208942,0.46373401623214006,0.29266961396282004,7,49,0
AUT,2018,33.93,0.83,34.21,13.84,0.34,13.95,2521200.0,28.5150396136468,87.4791372262556,405000.0,46029.1190435763,52344.1314612332,139889.783806698,10984000.0,124.230205900482,100.0,80.0708180825642,85.8698883056641,8396.45084265961,2.48422114080024,51194.0749841299,45951.5819164034,16680037036.0,3.41,1.81047996133594,76.643,8840521,66.8074529749847,107.131858943286,1.5240364074707,3.09182,16705.0109377038,68.1046787227623,87.2177530522929,EU,14.740245933257535,4.482766786666985,12.91164481522143,16.211950317471455,0.6043159668533296,3.5533460588187404,3.5613301331669613,0.29266961396282004,10.843398614684666,15.994856482644213,4.683351398553737,9.723523870032732,0,1,0.0,0.6043159668533296,0.6097655716208942,0.29266961396282004,8,64,0
