country,year,int_bandwidth_i4214,series_code,series_name,series_units,variable,int_bandwidth_i994,int_bandwidth_i994B,int_bandwidth_i994u
SWE,2013,,i994,International bandwidth usage,Mbit/s,int_bandwidth,39580.8,,
SWE,2014,,i994,International bandwidth usage,Mbit/s,int_bandwidth,47440.1,,
SWE,2015,,i994,International bandwidth usage,Mbit/s,int_bandwidth,54084.5,,
SWE,2016,,i994,International bandwidth usage,Mbit/s,int_bandwidth,60463.9,,
SWE,2017,,i994,International bandwidth usage,Mbit/s,int_bandwidth,63631.8,,
SVN,2010,,i994,International bandwidth usage,Mbit/s,int_bandwidth,51821.6,,
SVN,2011,,i994,International bandwidth usage,Mbit/s,int_bandwidth,60790.1,,
SVN,2012,,i994,International bandwidth usage,Mbit/s,int_bandwidth,67845.7,,
SVN,2013,,i994,International bandwidth usage,Mbit/s,int_bandwidth,55921.9,,
SVN,2014,,i994,International bandwidth usage,Mbit/s,int_bandwidth,65584.9,,
SVN,2015,,i994,International bandwidth usage,Mbit/s,int_bandwidth,77671.9,,
SVN,2016,,i994,International bandwidth usage,Mbit/s,int_bandwidth,94597.1,,
SVN,2017,,i994,International bandwidth usage,Mbit/s,int_bandwidth,99917.1,,
SVN,2018,,i994,International bandwidth usage,Mbit/s,int_bandwidth,122316.0,,
SVN,2019,,i994,International bandwidth usage,Mbit/s,int_bandwidth,158392.0,,
SVN,2020,,i994,International bandwidth usage,Mbit/s,int_bandwidth,248633.0,,
SVN,2021,,i994,International bandwidth usage,Mbit/s,int_bandwidth,370689.0,,
SVN,2022,,i994,International bandwidth usage,Mbit/s,int_bandwidth,401664.0,,
SVN,2023,,i994,International bandwidth usage,Mbit/s,int_bandwidth,445866.0,,
CZE,2010,,i994,International bandwidth usage,Mbit/s,int_bandwidth,45014.5,,
CZE,2011,,i994,International bandwidth usage,Mbit/s,int_bandwidth,57156.7,,
CZE,2012,,i994,International bandwidth usage,Mbit/s,int_bandwidth,66543.5,,
CZE,2013,,i994,International bandwidth usage,Mbit/s,int_bandwidth,35200.7,,
CZE,2014,,i994,International bandwidth usage,Mbit/s,int_bandwidth,38983.7,,
CZE,2015,,i994,International bandwidth usage,Mbit/s,int_bandwidth,42757.7,,
CZE,2016,,i994,International bandwidth usage,Mbit/s,int_bandwidth,47094.8,,
CZE,2017,,i994,International bandwidth usage,Mbit/s,int_bandwidth,47052.8,,
UKR,2010,,i994,International bandwidth usage,Mbit/s,int_bandwidth,7119.99,,
UKR,2011,,i994,International bandwidth usage,Mbit/s,int_bandwidth,11196.2,,
UKR,2012,,i994,International bandwidth usage,Mbit/s,int_bandwidth,14178.1,,
UKR,2013,,i994,International bandwidth usage,Mbit/s,int_bandwidth,20921.9,,
UKR,2014,,i994,International bandwidth usage,Mbit/s,int_bandwidth,27128.7,,
UKR,2015,,i994,International bandwidth usage,Mbit/s,int_bandwidth,35389.9,,
UKR,2016,,i994,International bandwidth usage,Mbit/s,int_bandwidth,42091.9,,
UKR,2017,,i994,International bandwidth usage,Mbit/s,int_bandwidth,43357.4,,
MDA,2010,,i994,International bandwidth usage,Mbit/s,int_bandwidth,25881.1,,
MDA,2011,,i994,International bandwidth usage,Mbit/s,int_bandwidth,34504.0,,
MDA,2012,,i994,International bandwidth usage,Mbit/s,int_bandwidth,41216.0,,
MDA,2013,,i994,International bandwidth usage,Mbit/s,int_bandwidth,57833.7,,
MDA,2014,,i994,International bandwidth usage,Mbit/s,int_bandwidth,73521.2,,
MDA,2015,,i994,International bandwidth usage,Mbit/s,int_bandwidth,101554.0,,
MDA,2016,,i994,International bandwidth usage,Mbit/s,int_bandwidth,107846.0,,
MDA,2017,,i994,International bandwidth usage,Mbit/s,int_bandwidth,111599.0,,
MDA,2018,,i994,International bandwidth usage,Mbit/s,int_bandwidth,161851.0,,
MDA,2019,,i994,International bandwidth usage,Mbit/s,int_bandwidth,190724.0,,
MDA,2020,,i994,International bandwidth usage,Mbit/s,int_bandwidth,246304.0,,
MDA,2021,,i994,International bandwidth usage,Mbit/s,int_bandwidth,310299.0,,
MDA,2022,,i994,International bandwidth usage,Mbit/s,int_bandwidth,389768.0,,
MDA,2023,,i994,International bandwidth usage,Mbit/s,int_bandwidth,489470.0,,
GEO,2010,,i994,International bandwidth usage,Mbit/s,int_bandwidth,6416.96,,
GEO,2011,,i994,International bandwidth usage,Mbit/s,int_bandwidth,6462.08,,
GEO,2012,,i994,International bandwidth usage,Mbit/s,int_bandwidth,13023.5,,
GEO,2013,,i994,International bandwidth usage,Mbit/s,int_bandwidth,29177.3,,
GEO,2014,,i994,International bandwidth usage,Mbit/s,int_bandwidth,49361.2,,
GEO,2015,,i994,International bandwidth usage,Mbit/s,int_bandwidth,52020.4,,
GEO,2016,,i994,International bandwidth usage,Mbit/s,int_bandwidth,57441.9,,
GEO,2017,,i994,International bandwidth usage,Mbit/s,int_bandwidth,66051.8,,
GEO,2018,,i994,International bandwidth usage,Mbit/s,int_bandwidth,84905.3,,
GEO,2019,,i994,International bandwidth usage,Mbit/s,int_bandwidth,90413.0,,
GEO,2020,,i994,International bandwidth usage,Mbit/s,int_bandwidth,136941.0,,
GEO,2021,,i994,International bandwidth usage,Mbit/s,int_bandwidth,155015.0,,
GEO,2022,,i994,International bandwidth usage,Mbit/s,int_bandwidth,159118.0,,
GEO,2023,,i994,International bandwidth usage,Mbit/s,int_bandwidth,192198.0,,
SVK,2010,,i994,International bandwidth usage,Mbit/s,int_bandwidth,9273.25,,
SVK,2011,,i994,International bandwidth usage,Mbit/s,int_bandwidth,9262.5,,
SVK,2012,,i994,International bandwidth usage,Mbit/s,int_bandwidth,9250.91,,
SVK,2013,,i994,International bandwidth usage,Mbit/s,int_bandwidth,9241.42,,
SVK,2014,,i994,International bandwidth usage,Mbit/s,int_bandwidth,12003.2,,
SVK,2015,,i994,International bandwidth usage,Mbit/s,int_bandwidth,32261.6,,
SVK,2016,,i994,International bandwidth usage,Mbit/s,int_bandwidth,42394.7,,
SVK,2017,,i994,International bandwidth usage,Mbit/s,int_bandwidth,63564.6,,
SVK,2018,,i994,International bandwidth usage,Mbit/s,int_bandwidth,77632.4,,
SVK,2019,,i994,International bandwidth usage,Mbit/s,int_bandwidth,58435.9,,
SVK,2020,,i994,International bandwidth usage,Mbit/s,int_bandwidth,58192.6,,
SVK,2021,,i994,International bandwidth usage,Mbit/s,int_bandwidth,64708.9,,
SVK,2022,,i994,International bandwidth usage,Mbit/s,int_bandwidth,86134.8,,
SVK,2023,,i994,International bandwidth usage,Mbit/s,int_bandwidth,116280.0,,
ARM,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,123825.0,
ARM,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,169248.0,
ARM,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,145101.0,
ARM,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,194523.0,
ARM,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,225472.0,
AUT,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,170296.0,
AUT,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,205689.0,
AUT,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,241746.0,
AUT,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,328730.0,
AUT,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,139890.0,
AZE,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,82608.7,
AZE,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,65395.0,
AZE,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,73406.8,
AZE,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,89187.8,
AZE,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,98521.1,
BEL,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,187883.0,
BEL,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,223109.0,
BEL,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,232785.0,
BEL,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,240876.0,
BEL,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,259274.0,
BLR,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,40218.8,
BLR,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,95362.3,
BLR,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,138288.0,
BLR,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,172526.0,
BLR,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,291691.0,
BGR,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,213731.0,
BGR,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,206423.0,
BGR,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,262472.0,
BGR,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,295988.0,
BGR,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,362900.0,
CYP,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,156102.0,
CYP,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,164334.0,
CYP,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,110832.0,
DEU,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,102604.0,
DEU,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,118235.0,
DEU,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,132112.0,
DEU,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,82192.4,
DEU,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,87918.6,
DNK,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,219871.0,
DNK,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,242805.0,
DNK,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,273554.0,
DNK,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,135162.0,
DNK,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,150092.0,
ESP,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,92748.2,
ESP,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,120043.0,
ESP,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,54542.4,
EST,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,73727.2,
EST,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,78789.3,
EST,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,82135.3,
EST,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,87820.7,
EST,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,106736.0,
FRA,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,164034.0,
FRA,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,173546.0,
FRA,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,185709.0,
FRA,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,78187.7,
FRA,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,82791.0,
FIN,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,206491.0,
FIN,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,247340.0,
FIN,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,289701.0,
FIN,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,152448.0,
FIN,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,173443.0,
GRC,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,69471.3,
GRC,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,121819.0,
GRC,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,174267.0,
HUN,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,192081.0,
HUN,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,224244.0,
HUN,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,115963.0,
NLD,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,367515.0,
NLD,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,384733.0,
NLD,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,226244.0,
HRV,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,68423.0,
HRV,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,71986.2,
HRV,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,152364.0,
ITA,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,153122.0,
ITA,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,156403.0,
ITA,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,185452.0,
ITA,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,58831.6,
ITA,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,62613.7,
IRL,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,231967.0,
IRL,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,283492.0,
IRL,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,285776.0,
IRL,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,191699.0,
IRL,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,206553.0,
LTU,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,158791.0,
LTU,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,235264.0,
LTU,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,235399.0,
LTU,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,273322.0,
LTU,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,309638.0,
LUX,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,6893950.0,
LUX,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,8663880.0,
LUX,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,18736600.0,
LVA,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,110376.0,
LVA,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,157404.0,
LVA,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,189020.0,
LVA,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,311203.0,
LVA,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,336634.0,
MLT,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,1024390.0,
MLT,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,1088890.0,
MLT,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,587238.0,
POL,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,127060.0,
POL,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,164140.0,
POL,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,73266.6,
PRT,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,99137.1,
ROU,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,147651.0,
ROU,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,364695.0,
ROU,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,113523.0,
SWE,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,667399.0,
SWE,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,694275.0,
SWE,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,140184.0,
SVN,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,226705.0,
SVN,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,255404.0,
SVN,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,244970.0,
CZE,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,307865.0,
CZE,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,359473.0,
CZE,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,399977.0,
CZE,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,203259.0,
CZE,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,136903.0,
UKR,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,110352.0,
UKR,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,161002.0,
UKR,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,291511.0,
MDA,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,349355.0,
MDA,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,345650.0,
MDA,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,482644.0,
GEO,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,140853.0,
GEO,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,106364.0,
GEO,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,356374.0,
SVK,2010,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,72003.2,
SVK,2011,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,66958.9,
SVK,2012,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,62626.3,
SVK,2013,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,59101.9,
SVK,2014,,i994B,International bandwidth usage,Mbit/s,int_bandwidth,,54566.1,
ARM,2010,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,14393.3
ARM,2011,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,27847.7
ARM,2012,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,27373.6
ARM,2013,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,37238.6
ARM,2014,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,38543.9
ARM,2015,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,68457.1
ARM,2016,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,59130.2
ARM,2017,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,110260.0
ARM,2018,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,171833.0
ARM,2019,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,342867.0
ARM,2020,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,267194.0
ARM,2021,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,211603.0
ARM,2022,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,194924.0
ARM,2023,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,194938.0
AUT,2010,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,54950.4
AUT,2011,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,64673.9
AUT,2012,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,75664.1
AUT,2013,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,106490.0
AUT,2014,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,47664.6
AUT,2015,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,49615.4
AUT,2016,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,53609.2
AUT,2017,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,52344.1
AZE,2010,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,9031.38
AZE,2011,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,13396.5
AZE,2012,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,18497.1
AZE,2013,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,20610.5
AZE,2014,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,25888.2
AZE,2015,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,34621.9
AZE,2016,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,33691.4
AZE,2017,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,45713.6
AZE,2018,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,51674.1
AZE,2019,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,59155.4
AZE,2020,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,79872.4
AZE,2021,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,78636.3
AZE,2022,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,120266.0
AZE,2023,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,263967.0
BEL,2010,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,74270.9
BEL,2011,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,87395.7
BEL,2012,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,95523.2
BEL,2013,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,100323.0
BEL,2014,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,109143.0
BEL,2015,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,117831.0
BEL,2016,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,131570.0
BEL,2017,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,135339.0
BLR,2010,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,22199.7
BLR,2011,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,53250.5
BLR,2012,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,78844.3
BLR,2013,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,93717.6
BLR,2014,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,140060.0
BLR,2015,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,136030.0
BLR,2016,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,163445.0
BLR,2017,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,189318.0
BLR,2018,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,197330.0
BLR,2019,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,198584.0
BLR,2020,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,242940.0
BLR,2021,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,235247.0
BLR,2022,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,279756.0
BLR,2023,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,371015.0
BGR,2010,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,67647.7
BGR,2011,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,71393.6
BGR,2012,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,90283.7
BGR,2013,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,107238.0
BGR,2014,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,134075.0
BGR,2015,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,151927.0
BGR,2016,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,207593.0
BGR,2017,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,179619.0
BGR,2018,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,457456.0
BGR,2019,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,486526.0
BGR,2020,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,539773.0
BGR,2021,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,576358.0
BGR,2022,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,771871.0
BGR,2023,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,649095.0
CYP,2010,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,67863.6
CYP,2011,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,70389.2
CYP,2012,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,91656.8
CYP,2013,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,84098.5
CYP,2014,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,45242.7
CYP,2015,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,54884.7
CYP,2016,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,59386.1
CYP,2017,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,279451.0
CYP,2018,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,313273.0
CYP,2019,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,1128250.0
CYP,2020,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,1378790.0
CYP,2021,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,1558160.0
CYP,2022,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,2132350.0
CYP,2023,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,2174860.0
DEU,2010,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,40387.3
DEU,2011,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,48914.4
DEU,2012,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,55321.7
DEU,2013,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,34451.1
DEU,2014,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,37068.2
DEU,2015,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,42425.0
DEU,2016,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,50247.5
DEU,2017,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,53468.4
DNK,2010,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,92227.2
DNK,2011,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,101664.0
DNK,2012,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,115103.0
DNK,2013,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,57398.0
DNK,2014,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,64603.4
DNK,2015,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,72144.3
DNK,2016,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,81015.3
DNK,2017,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,86639.0
ESP,2010,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,31696.4
ESP,2011,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,42052.5
ESP,2012,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,48540.6
ESP,2013,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,17873.9
ESP,2014,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,19665.9
ESP,2015,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,22594.1
ESP,2016,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,26827.1
ESP,2017,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,26732.7
EST,2010,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,23312.3
EST,2011,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,24620.1
EST,2012,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,26041.7
EST,2013,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,28452.4
EST,2014,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,35762.2
EST,2015,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,106693.0
EST,2016,,i994u,International bandwidth usage,Mbit/s,int_bandwidth,,,121957.0
