country,year,fixed_broadband_subs_i4213tfbb,series_code,series_name,series_units,variable,fixed_broadband_subs_i992b
POL,2010,5858500.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2011,6972130.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2012,6887680.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2013,7031060.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2014,7233850.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2015,7265550.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2016,7327920.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2017,7633080.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2018,7851420.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2019,7837960.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2020,8369220.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2021,8679490.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2022,9150140.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
POL,2023,9507040.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2010,2126690.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2011,2243040.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2012,2390780.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2013,2563360.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2014,2857780.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2015,3142190.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2016,3375600.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2017,3574640.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2018,3784680.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2019,3967720.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2020,4160810.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2021,4313760.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2022,4472780.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
PRT,2023,4601080.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2010,3000600.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2011,3283150.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2012,3541340.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2013,3790270.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2014,4016390.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2015,4262130.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2016,4449500.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2017,4754780.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2018,5089610.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2019,5277230.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2020,5684720.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2021,6100700.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2022,6365580.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ROU,2023,6628500.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2010,2999540.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2011,3027460.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2012,3073170.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2013,3147620.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2014,3281410.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2015,3496240.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2016,3679770.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2017,3854840.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2018,3942090.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2019,4038730.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2020,4179570.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2021,4253440.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2022,4258840.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SWE,2023,4298050.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2010,470527.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2011,494372.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2012,509336.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2013,524621.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2014,555815.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2015,569026.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2016,589324.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2017,601820.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2018,612745.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2019,627939.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2020,651603.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2021,666813.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2022,677095.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVN,2023,675376.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2010,2261180.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2011,2509100.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2012,2656980.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2013,2856170.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2014,2994820.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2015,2946630.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2016,3069970.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2017,3146090.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2018,3222840.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2019,3739610.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2020,3845430.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2021,3948850.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2022,4025260.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
CZE,2023,4097960.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2010,2955860.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2011,3170380.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2012,3644980.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2013,3996550.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2014,3945580.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2015,4978810.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2016,5125500.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2017,5239740.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2018,5405130.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2019,6784190.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2020,7769400.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2021,7566290.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2022,7190920.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
UKR,2023,8066310.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2010,270756.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2011,356324.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2012,418519.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2013,469367.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2014,509195.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2015,534393.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2016,557403.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2017,584330.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2018,623135.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2019,670530.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2020,719001.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2021,762333.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2022,800057.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
MDA,2023,837575.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2010,182432.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2011,248504.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2012,463052.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2013,516931.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2014,600826.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2015,635644.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2016,681038.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2017,776187.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2018,857306.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2019,937054.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2020,968355.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2021,1009490.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2022,1075200.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
GEO,2023,1115920.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2010,876953.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2011,953098.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2012,1045490.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2013,1109060.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2014,1191220.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2015,1273810.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2016,1336540.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2017,1405620.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2018,1507520.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2019,1590550.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2020,1701560.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2021,1774670.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2022,1860820.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
SVK,2023,1830480.0,i4213tfbb,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,
ARM,2010,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,3.19289
ARM,2011,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,5.49292
ARM,2012,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,7.25581
ARM,2013,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,8.31673
ARM,2014,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,9.33763
ARM,2015,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,9.80149
ARM,2016,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,10.2498
ARM,2017,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,10.8173
ARM,2018,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,11.9399
ARM,2019,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,13.2819
ARM,2020,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,14.8884
ARM,2021,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,16.2566
ARM,2022,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,17.7301
ARM,2023,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,18.5458
AUT,2010,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,24.5114
AUT,2011,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,24.9926
AUT,2012,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,25.2645
AUT,2013,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,26.3223
AUT,2014,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,27.5977
AUT,2015,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,28.4069
AUT,2016,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,28.8776
AUT,2017,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,28.5426
AUT,2018,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,28.515
AUT,2019,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,28.3632
AUT,2020,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,29.2106
AUT,2021,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,29.2537
AUT,2022,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,29.2343
AUT,2023,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,29.3725
AZE,2010,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,5.19627
AZE,2011,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,10.5213
AZE,2012,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,14.6072
AZE,2013,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,18.0146
AZE,2014,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,19.7076
AZE,2015,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,19.4759
AZE,2016,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,18.2771
AZE,2017,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,18.1092
AZE,2018,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,18.8342
AZE,2019,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,19.2178
AZE,2020,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,19.5986
AZE,2021,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,20.0857
AZE,2022,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,20.3656
AZE,2023,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,20.8825
BEL,2010,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,30.8426
BEL,2011,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,32.1032
BEL,2012,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,33.2388
BEL,2013,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,34.3085
BEL,2014,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,35.782
BEL,2015,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,36.5492
BEL,2016,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,37.6813
BEL,2017,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,38.4911
BEL,2018,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,39.4007
BEL,2019,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,39.9518
BEL,2020,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,41.024
BEL,2021,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,43.0218
BEL,2022,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,43.5657
BEL,2023,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,43.7026
BLR,2010,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,17.5606
BLR,2011,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,22.1485
BLR,2012,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,26.755
BLR,2013,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,29.4348
BLR,2014,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,28.3377
BLR,2015,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,30.6041
BLR,2016,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,32.293
BLR,2017,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,33.3125
BLR,2018,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,33.7712
BLR,2019,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,34.0724
BLR,2020,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,34.8152
BLR,2021,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,35.0098
BLR,2022,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,34.0672
BLR,2023,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,35.0932
BGR,2010,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,15.1221
BGR,2011,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,17.0297
BGR,2012,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,18.2007
BGR,2013,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,19.5682
BGR,2014,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,20.5011
BGR,2015,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,22.4944
BGR,2016,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,23.8177
BGR,2017,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,25.3925
BGR,2018,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,27.1034
BGR,2019,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,28.8837
BGR,2020,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,30.5043
BGR,2021,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,32.7688
BGR,2022,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,34.9668
BGR,2023,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,37.0236
CYP,2010,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,23.1549
CYP,2011,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,24.6113
CYP,2012,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,25.5626
CYP,2013,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,26.6506
CYP,2014,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,28.3005
CYP,2015,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,30.1737
CYP,2016,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,32.0132
CYP,2017,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,33.6542
CYP,2018,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,35.2356
CYP,2019,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,36.1885
CYP,2020,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,36.3127
CYP,2021,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,36.6502
CYP,2022,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,36.7657
CYP,2023,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,36.9006
DEU,2010,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,32.3663
DEU,2011,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,33.7099
DEU,2012,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,34.5501
DEU,2013,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,35.3423
DEU,2014,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,36.3409
DEU,2015,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,37.4127
DEU,2016,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,38.4991
DEU,2017,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,39.9888
DEU,2018,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,40.9651
DEU,2019,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,42.1156
DEU,2020,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,43.3049
DEU,2021,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,44.0643
DEU,2022,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,44.6186
DEU,2023,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,45.3805
DNK,2010,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,38.076
DNK,2011,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,38.4725
DNK,2012,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,38.9767
DNK,2013,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,40.4678
DNK,2014,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,41.4926
DNK,2015,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,42.3133
DNK,2016,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,42.9699
DNK,2017,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,43.5698
DNK,2018,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,43.7691
DNK,2019,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,43.623
DNK,2020,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,44.4186
DNK,2021,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,44.9598
DNK,2022,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,44.8864
DNK,2023,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,44.0352
ESP,2010,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,22.7418
ESP,2011,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,23.7623
ESP,2012,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,24.5107
ESP,2013,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,26.1459
ESP,2014,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,27.8359
ESP,2015,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,29.0099
ESP,2016,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,30.1986
ESP,2017,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,31.2965
ESP,2018,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,32.2277
ESP,2019,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,32.922
ESP,2020,,i992b,Fixed-broadband subscriptions,per 100 people,fixed_broadband_subs,33.9528
