freq,unit,geo,year,bb_hh,cc,lvl,gdp_pps,country
A,PC_HH,ITH4,2018,82.39,IT,2,102.0,ITA
A,PC_HH,ITH4,2019,86.55,IT,2,102.0,ITA
A,PC_HH,ITH4,2020,91.36,IT,2,100.0,ITA
A,PC_HH,ITH4,2021,90.26,IT,2,104.0,ITA
A,PC_HH,ITH5,2012,59.88,IT,2,123.0,ITA
A,PC_HH,ITH5,2013,74.57,IT,2,121.0,ITA
A,PC_HH,ITH5,2014,77.01,IT,2,119.0,ITA
A,PC_HH,ITH5,2015,78.41,IT,2,118.0,ITA
A,PC_HH,ITH5,2016,81.03,IT,2,121.0,ITA
A,PC_HH,ITH5,2017,83.07,IT,2,119.0,ITA
A,PC_HH,ITH5,2018,88.48,IT,2,118.0,ITA
A,PC_HH,ITH5,2019,88.47,IT,2,116.0,ITA
A,PC_HH,ITH5,2020,90.43,IT,2,113.0,ITA
A,PC_HH,ITH5,2021,92.4,IT,2,117.0,ITA
A,PC_HH,ITI1,2010,54.07,IT,2,111.0,ITA
A,PC_HH,ITI1,2011,57.72,IT,2,110.0,ITA
A,PC_HH,ITI1,2012,56.31,IT,2,110.0,ITA
A,PC_HH,ITI1,2013,71.91,IT,2,106.0,ITA
A,PC_HH,ITI1,2014,74.27,IT,2,105.0,ITA
A,PC_HH,ITI1,2015,75.39,IT,2,103.0,ITA
A,PC_HH,ITI1,2016,78.82,IT,2,105.0,ITA
A,PC_HH,ITI1,2017,79.94,IT,2,104.0,ITA
A,PC_HH,ITI1,2018,85.98,IT,2,103.0,ITA
A,PC_HH,ITI1,2019,85.62,IT,2,105.0,ITA
A,PC_HH,ITI1,2020,90.24,IT,2,97.0,ITA
A,PC_HH,ITI1,2021,89.51,IT,2,100.0,ITA
A,PC_HH,ITI2,2010,51.32,IT,2,96.0,ITA
A,PC_HH,ITI2,2011,52.77,IT,2,95.0,ITA
A,PC_HH,ITI2,2012,58.05,IT,2,92.0,ITA
A,PC_HH,ITI2,2013,72.86,IT,2,89.0,ITA
A,PC_HH,ITI2,2014,71.06,IT,2,85.0,ITA
A,PC_HH,ITI2,2015,77.43,IT,2,85.0,ITA
A,PC_HH,ITI2,2016,78.63,IT,2,85.0,ITA
A,PC_HH,ITI2,2017,78.75,IT,2,84.0,ITA
A,PC_HH,ITI2,2018,83.16,IT,2,84.0,ITA
A,PC_HH,ITI2,2019,85.59,IT,2,83.0,ITA
A,PC_HH,ITI2,2020,85.74,IT,2,80.0,ITA
A,PC_HH,ITI2,2021,87.26,IT,2,82.0,ITA
A,PC_HH,ITI3,2012,58.49,IT,2,95.0,ITA
A,PC_HH,ITI3,2013,71.76,IT,2,92.0,ITA
A,PC_HH,ITI3,2014,73.53,IT,2,92.0,ITA
A,PC_HH,ITI3,2015,77.31,IT,2,90.0,ITA
A,PC_HH,ITI3,2016,78.04,IT,2,91.0,ITA
A,PC_HH,ITI3,2017,81.69,IT,2,91.0,ITA
A,PC_HH,ITI3,2018,86.92,IT,2,89.0,ITA
A,PC_HH,ITI3,2019,85.98,IT,2,89.0,ITA
A,PC_HH,ITI3,2020,88.89,IT,2,86.0,ITA
A,PC_HH,ITI3,2021,86.64,IT,2,89.0,ITA
A,PC_HH,ITI4,2010,52.98,IT,2,135.0,ITA
A,PC_HH,ITI4,2011,55.25,IT,2,133.0,ITA
A,PC_HH,ITI4,2012,57.56,IT,2,128.0,ITA
A,PC_HH,ITI4,2013,71.25,IT,2,123.0,ITA
A,PC_HH,ITI4,2014,73.2,IT,2,119.0,ITA
A,PC_HH,ITI4,2015,78.15,IT,2,115.0,ITA
A,PC_HH,ITI4,2016,79.76,IT,2,119.0,ITA
A,PC_HH,ITI4,2017,80.86,IT,2,116.0,ITA
A,PC_HH,ITI4,2018,84.74,IT,2,114.0,ITA
A,PC_HH,ITI4,2019,86.78,IT,2,114.0,ITA
A,PC_HH,ITI4,2020,91.47,IT,2,110.0,ITA
A,PC_HH,ITI4,2021,91.16,IT,2,110.0,ITA
A,PC_HH,NL11,2010,74.71,NL,2,173.0,NLD
A,PC_HH,NL11,2011,85.04,NL,2,173.0,NLD
A,PC_HH,NL11,2012,87.27,NL,2,181.0,NLD
A,PC_HH,NL11,2013,86.47,NL,2,189.0,NLD
A,PC_HH,NL11,2014,91.79,NL,2,160.0,NLD
A,PC_HH,NL11,2015,96.48,NL,2,142.0,NLD
A,PC_HH,NL11,2016,97.66,NL,2,128.0,NLD
A,PC_HH,NL11,2017,98.86,NL,2,128.0,NLD
A,PC_HH,NL11,2018,99.06,NL,2,126.0,NLD
A,PC_HH,NL11,2019,93.43,NL,2,119.0,NLD
A,PC_HH,NL11,2020,96.04,NL,2,116.0,NLD
A,PC_HH,NL11,2021,98.58,NL,2,120.0,NLD
A,PC_HH,NL12,2010,74.25,NL,2,100.0,NLD
A,PC_HH,NL12,2011,87.71,NL,2,101.0,NLD
A,PC_HH,NL12,2012,81.18,NL,2,100.0,NLD
A,PC_HH,NL12,2013,83.28,NL,2,98.0,NLD
A,PC_HH,NL12,2014,95.41,NL,2,96.0,NLD
A,PC_HH,NL12,2015,92.61,NL,2,94.0,NLD
A,PC_HH,NL12,2016,94.61,NL,2,92.0,NLD
A,PC_HH,NL12,2017,97.41,NL,2,92.0,NLD
A,PC_HH,NL12,2018,95.78,NL,2,92.0,NLD
A,PC_HH,NL12,2019,96.71,NL,2,91.0,NLD
A,PC_HH,NL12,2020,96.4,NL,2,96.0,NLD
A,PC_HH,NL12,2021,96.91,NL,2,96.0,NLD
A,PC_HH,NL13,2010,76.93,NL,2,97.0,NLD
A,PC_HH,NL13,2011,84.52,NL,2,97.0,NLD
A,PC_HH,NL13,2012,85.84,NL,2,99.0,NLD
A,PC_HH,NL13,2013,85.12,NL,2,100.0,NLD
A,PC_HH,NL13,2014,94.09,NL,2,97.0,NLD
A,PC_HH,NL13,2015,91.48,NL,2,94.0,NLD
A,PC_HH,NL13,2016,95.41,NL,2,90.0,NLD
A,PC_HH,NL13,2017,99.09,NL,2,90.0,NLD
A,PC_HH,NL13,2018,94.48,NL,2,91.0,NLD
A,PC_HH,NL13,2019,96.16,NL,2,89.0,NLD
A,PC_HH,NL13,2020,97.85,NL,2,92.0,NLD
A,PC_HH,NL13,2021,97.51,NL,2,93.0,NLD
A,PC_HH,NL21,2010,81.54,NL,2,114.0,NLD
A,PC_HH,NL21,2011,85.66,NL,2,113.0,NLD
A,PC_HH,NL21,2012,87.52,NL,2,112.0,NLD
A,PC_HH,NL21,2013,88.13,NL,2,112.0,NLD
A,PC_HH,NL21,2014,95.52,NL,2,109.0,NLD
A,PC_HH,NL21,2015,96.96,NL,2,109.0,NLD
A,PC_HH,NL21,2016,94.64,NL,2,109.0,NLD
A,PC_HH,NL21,2017,95.67,NL,2,110.0,NLD
A,PC_HH,NL21,2018,98.33,NL,2,110.0,NLD
A,PC_HH,NL21,2019,95.62,NL,2,108.0,NLD
A,PC_HH,NL21,2020,97.48,NL,2,113.0,NLD
A,PC_HH,NL21,2021,99.39,NL,2,113.0,NLD
A,PC_HH,NL22,2010,73.61,NL,2,116.0,NLD
A,PC_HH,NL22,2011,81.32,NL,2,115.0,NLD
A,PC_HH,NL22,2012,81.8,NL,2,114.0,NLD
A,PC_HH,NL22,2013,85.16,NL,2,114.0,NLD
A,PC_HH,NL22,2014,95.72,NL,2,111.0,NLD
A,PC_HH,NL22,2015,94.57,NL,2,110.0,NLD
A,PC_HH,NL22,2016,96.16,NL,2,109.0,NLD
A,PC_HH,NL22,2017,95.57,NL,2,109.0,NLD
A,PC_HH,NL22,2018,97.97,NL,2,109.0,NLD
A,PC_HH,NL22,2019,98.43,NL,2,108.0,NLD
A,PC_HH,NL22,2020,97.22,NL,2,112.0,NLD
A,PC_HH,NL22,2021,98.73,NL,2,112.0,NLD
A,PC_HH,NL23,2010,83.6,NL,2,103.0,NLD
A,PC_HH,NL23,2011,88.19,NL,2,104.0,NLD
A,PC_HH,NL23,2012,91.71,NL,2,100.0,NLD
A,PC_HH,NL23,2013,92.45,NL,2,101.0,NLD
A,PC_HH,NL23,2014,89.93,NL,2,99.0,NLD
A,PC_HH,NL23,2015,91.26,NL,2,97.0,NLD
A,PC_HH,NL23,2016,100.0,NL,2,96.0,NLD
A,PC_HH,NL23,2017,100.0,NL,2,95.0,NLD
A,PC_HH,NL23,2018,92.7,NL,2,96.0,NLD
A,PC_HH,NL23,2019,99.22,NL,2,96.0,NLD
A,PC_HH,NL23,2020,98.74,NL,2,99.0,NLD
A,PC_HH,NL23,2021,98.23,NL,2,98.0,NLD
A,PC_HH,NL32,2010,84.94,NL,2,166.0,NLD
A,PC_HH,NL32,2011,87.32,NL,2,163.0,NLD
A,PC_HH,NL32,2012,84.7,NL,2,165.0,NLD
A,PC_HH,NL32,2013,89.92,NL,2,169.0,NLD
A,PC_HH,NL32,2014,93.75,NL,2,170.0,NLD
A,PC_HH,NL32,2015,94.29,NL,2,171.0,NLD
A,PC_HH,NL32,2016,94.39,NL,2,169.0,NLD
A,PC_HH,NL32,2017,99.05,NL,2,170.0,NLD
A,PC_HH,NL32,2018,98.48,NL,2,171.0,NLD
A,PC_HH,NL32,2019,98.37,NL,2,170.0,NLD
A,PC_HH,NL32,2020,97.88,NL,2,168.0,NLD
A,PC_HH,NL32,2021,98.5,NL,2,168.0,NLD
A,PC_HH,NL34,2010,70.56,NL,2,107.0,NLD
A,PC_HH,NL34,2011,78.7,NL,2,108.0,NLD
A,PC_HH,NL34,2012,87.72,NL,2,107.0,NLD
A,PC_HH,NL34,2013,84.7,NL,2,107.0,NLD
A,PC_HH,NL34,2014,97.37,NL,2,105.0,NLD
A,PC_HH,NL34,2015,92.27,NL,2,105.0,NLD
A,PC_HH,NL34,2016,91.66,NL,2,102.0,NLD
A,PC_HH,NL34,2017,96.03,NL,2,102.0,NLD
A,PC_HH,NL34,2018,97.11,NL,2,105.0,NLD
A,PC_HH,NL34,2019,98.74,NL,2,102.0,NLD
A,PC_HH,NL34,2020,94.62,NL,2,106.0,NLD
A,PC_HH,NL34,2021,100.0,NL,2,104.0,NLD
A,PC_HH,NL41,2010,79.42,NL,2,135.0,NLD
A,PC_HH,NL41,2011,79.35,NL,2,134.0,NLD
A,PC_HH,NL41,2012,86.16,NL,2,135.0,NLD
A,PC_HH,NL41,2013,84.95,NL,2,135.0,NLD
A,PC_HH,NL41,2014,93.39,NL,2,132.0,NLD
A,PC_HH,NL41,2015,92.95,NL,2,131.0,NLD
A,PC_HH,NL41,2016,96.39,NL,2,131.0,NLD
A,PC_HH,NL41,2017,97.97,NL,2,133.0,NLD
A,PC_HH,NL41,2018,97.63,NL,2,133.0,NLD
A,PC_HH,NL41,2019,98.36,NL,2,131.0,NLD
A,PC_HH,NL41,2020,96.93,NL,2,136.0,NLD
A,PC_HH,NL41,2021,98.5,NL,2,137.0,NLD
A,PC_HH,NL42,2010,77.06,NL,2,115.0,NLD
A,PC_HH,NL42,2011,80.87,NL,2,115.0,NLD
A,PC_HH,NL42,2012,84.1,NL,2,114.0,NLD
A,PC_HH,NL42,2013,85.41,NL,2,116.0,NLD
A,PC_HH,NL42,2014,94.97,NL,2,113.0,NLD
A,PC_HH,NL42,2015,96.48,NL,2,112.0,NLD
A,PC_HH,NL42,2016,92.87,NL,2,114.0,NLD
A,PC_HH,NL42,2017,98.1,NL,2,114.0,NLD
A,PC_HH,NL42,2018,96.16,NL,2,114.0,NLD
A,PC_HH,NL42,2019,99.03,NL,2,111.0,NLD
A,PC_HH,NL42,2020,96.07,NL,2,114.0,NLD
A,PC_HH,NL42,2021,98.12,NL,2,114.0,NLD
A,PC_HH,PL2,2010,55.96,PL,1,62.0,POL
A,PC_HH,PL2,2011,61.05,PL,1,65.0,POL
A,PC_HH,PL2,2012,70.15,PL,1,66.0,POL
A,PC_HH,PL2,2013,70.18,PL,1,65.0,POL
A,PC_HH,PL2,2014,69.65,PL,1,66.0,POL
A,PC_HH,PL2,2015,68.25,PL,1,68.0,POL
A,PC_HH,PL2,2016,75.55,PL,1,68.0,POL
A,PC_HH,PL2,2017,77.12,PL,1,68.0,POL
A,PC_HH,PL2,2018,78.07,PL,1,70.0,POL
A,PC_HH,PL2,2019,82.9,PL,1,72.0,POL
A,PC_HH,PL2,2020,89.36,PL,1,75.0,POL
A,PC_HH,PL2,2021,91.83,PL,1,77.0,POL
A,PC_HH,PL4,2010,60.55,PL,1,61.0,POL
A,PC_HH,PL4,2011,66.68,PL,1,63.0,POL
A,PC_HH,PL4,2012,68.47,PL,1,65.0,POL
A,PC_HH,PL4,2013,70.58,PL,1,65.0,POL
A,PC_HH,PL4,2014,70.11,PL,1,66.0,POL
A,PC_HH,PL4,2015,69.82,PL,1,68.0,POL
A,PC_HH,PL4,2016,76.26,PL,1,68.0,POL
A,PC_HH,PL4,2017,77.57,PL,1,68.0,POL
A,PC_HH,PL4,2018,80.82,PL,1,69.0,POL
A,PC_HH,PL4,2019,82.11,PL,1,71.0,POL
A,PC_HH,PL4,2020,88.6,PL,1,76.0,POL
A,PC_HH,PL4,2021,92.45,PL,1,76.0,POL
A,PC_HH,PL5,2010,58.31,PL,1,67.0,POL
A,PC_HH,PL5,2011,64.11,PL,1,70.0,POL
A,PC_HH,PL5,2012,63.54,PL,1,71.0,POL
A,PC_HH,PL5,2013,64.14,PL,1,70.0,POL
A,PC_HH,PL5,2014,71.82,PL,1,71.0,POL
A,PC_HH,PL5,2015,73.44,PL,1,73.0,POL
A,PC_HH,PL5,2016,75.61,PL,1,72.0,POL
A,PC_HH,PL5,2017,78.43,PL,1,72.0,POL
A,PC_HH,PL5,2018,75.42,PL,1,73.0,POL
A,PC_HH,PL5,2019,85.34,PL,1,75.0,POL
A,PC_HH,PL5,2020,90.07,PL,1,80.0,POL
A,PC_HH,PL5,2021,92.41,PL,1,82.0,POL
A,PC_HH,PL6,2010,58.72,PL,1,54.0,POL
A,PC_HH,PL6,2011,60.68,PL,1,56.0,POL
A,PC_HH,PL6,2012,65.46,PL,1,57.0,POL
A,PC_HH,PL6,2013,70.42,PL,1,57.0,POL
A,PC_HH,PL6,2014,71.83,PL,1,57.0,POL
A,PC_HH,PL6,2015,70.13,PL,1,59.0,POL
A,PC_HH,PL6,2016,74.26,PL,1,59.0,POL
A,PC_HH,PL6,2017,79.43,PL,1,59.0,POL
A,PC_HH,PL6,2018,81.84,PL,1,61.0,POL
A,PC_HH,PL6,2019,83.67,PL,1,62.0,POL
A,PC_HH,PL6,2020,89.82,PL,1,66.0,POL
A,PC_HH,PL6,2021,91.51,PL,1,67.0,POL
A,PC_HH,PL7,2018,74.94,PL,1,62.0,POL
A,PC_HH,PL7,2019,81.84,PL,1,64.0,POL
A,PC_HH,PL7,2020,88.59,PL,1,70.0,POL
A,PC_HH,PL7,2021,88.04,PL,1,70.0,POL
A,PC_HH,PL8,2018,78.25,PL,1,51.0,POL
A,PC_HH,PL8,2019,82.47,PL,1,52.0,POL
A,PC_HH,PL8,2020,87.5,PL,1,57.0,POL
A,PC_HH,PL8,2021,90.36,PL,1,57.0,POL
A,PC_HH,PL9,2018,82.8,PL,1,114.0,POL
A,PC_HH,PL9,2019,84.91,PL,1,118.0,POL
A,PC_HH,PL9,2020,92.36,PL,1,122.0,POL
A,PC_HH,PL9,2021,94.41,PL,1,120.0,POL
A,PC_HH,PT11,2010,47.71,PT,2,66.0,PRT
A,PC_HH,PT11,2011,53.27,PT,2,62.0,PRT
A,PC_HH,PT11,2012,55.66,PT,2,62.0,PRT
A,PC_HH,PT11,2013,58.19,PT,2,64.0,PRT
A,PC_HH,PT11,2014,61.11,PT,2,65.0,PRT
A,PC_HH,PT11,2015,64.32,PT,2,65.0,PRT
A,PC_HH,PT11,2016,70.28,PT,2,65.0,PRT
A,PC_HH,PT11,2017,73.62,PT,2,65.0,PRT
A,PC_HH,PT11,2018,73.68,PT,2,66.0,PRT
A,PC_HH,PT11,2019,74.38,PT,2,66.0,PRT
A,PC_HH,PT11,2020,78.62,PT,2,65.0,PRT
A,PC_HH,PT11,2021,81.43,PT,2,65.0,PRT
A,PC_HH,PT15,2010,55.37,PT,2,82.0,PRT
A,PC_HH,PT15,2011,57.14,PT,2,75.0,PRT
A,PC_HH,PT15,2012,59.95,PT,2,74.0,PRT
A,PC_HH,PT15,2013,61.18,PT,2,76.0,PRT
A,PC_HH,PT15,2014,64.28,PT,2,77.0,PRT
A,PC_HH,PT15,2015,68.23,PT,2,77.0,PRT
A,PC_HH,PT15,2016,71.42,PT,2,80.0,PRT
A,PC_HH,PT15,2017,72.76,PT,2,81.0,PRT
A,PC_HH,PT15,2018,73.59,PT,2,82.0,PRT
A,PC_HH,PT15,2019,76.96,PT,2,82.0,PRT
A,PC_HH,PT15,2020,82.93,PT,2,70.0,PRT
A,PC_HH,PT15,2021,84.51,PT,2,71.0,PRT
A,PC_HH,PT20,2010,51.05,PT,2,74.0,PRT
A,PC_HH,PT20,2011,59.24,PT,2,69.0,PRT
A,PC_HH,PT20,2012,63.55,PT,2,67.0,PRT
A,PC_HH,PT20,2013,66.12,PT,2,69.0,PRT
A,PC_HH,PT20,2014,68.96,PT,2,69.0,PRT
A,PC_HH,PT20,2015,74.78,PT,2,69.0,PRT
A,PC_HH,PT20,2016,79.46,PT,2,69.0,PRT
A,PC_HH,PT20,2017,83.86,PT,2,68.0,PRT
A,PC_HH,PT20,2018,84.16,PT,2,68.0,PRT
A,PC_HH,PT20,2019,83.35,PT,2,68.0,PRT
A,PC_HH,PT20,2020,83.56,PT,2,65.0,PRT
A,PC_HH,PT20,2021,88.23,PT,2,65.0,PRT
A,PC_HH,PT30,2010,50.88,PT,2,80.0,PRT
A,PC_HH,PT30,2011,54.43,PT,2,76.0,PRT
A,PC_HH,PT30,2012,60.04,PT,2,72.0,PRT
A,PC_HH,PT30,2013,63.78,PT,2,74.0,PRT
A,PC_HH,PT30,2014,67.12,PT,2,74.0,PRT
A,PC_HH,PT30,2015,73.42,PT,2,74.0,PRT
A,PC_HH,PT30,2016,78.24,PT,2,75.0,PRT
A,PC_HH,PT30,2017,80.9,PT,2,76.0,PRT
A,PC_HH,PT30,2018,81.33,PT,2,76.0,PRT
A,PC_HH,PT30,2019,83.27,PT,2,76.0,PRT
A,PC_HH,PT30,2020,85.99,PT,2,68.0,PRT
A,PC_HH,PT30,2021,87.14,PT,2,71.0,PRT
A,PC_HH,RO11,2012,50.71,RO,2,49.0,ROU
A,PC_HH,RO11,2013,60.85,RO,2,47.0,ROU
A,PC_HH,RO11,2014,59.73,RO,2,49.0,ROU
A,PC_HH,RO11,2015,70.15,RO,2,49.0,ROU
A,PC_HH,RO11,2016,72.42,RO,2,52.0,ROU
A,PC_HH,RO11,2017,79.93,RO,2,58.0,ROU
A,PC_HH,RO11,2018,86.6,RO,2,60.0,ROU
A,PC_HH,RO11,2019,85.26,RO,2,64.0,ROU
A,PC_HH,RO11,2020,88.61,RO,2,67.0,ROU
A,PC_HH,RO11,2021,89.6,RO,2,67.0,ROU
A,PC_HH,RO12,2012,45.72,RO,2,54.0,ROU
A,PC_HH,RO12,2013,52.15,RO,2,51.0,ROU
A,PC_HH,RO12,2014,53.1,RO,2,51.0,ROU
A,PC_HH,RO12,2015,65.18,RO,2,52.0,ROU
A,PC_HH,RO12,2016,66.75,RO,2,55.0,ROU
A,PC_HH,RO12,2017,68.0,RO,2,59.0,ROU
A,PC_HH,RO12,2018,76.25,RO,2,62.0,ROU
A,PC_HH,RO12,2019,80.11,RO,2,64.0,ROU
A,PC_HH,RO12,2020,82.1,RO,2,68.0,ROU
A,PC_HH,RO12,2021,89.58,RO,2,68.0,ROU
A,PC_HH,RO21,2012,40.51,RO,2,35.0,ROU
A,PC_HH,RO21,2013,46.87,RO,2,34.0,ROU
A,PC_HH,RO21,2014,50.62,RO,2,34.0,ROU
A,PC_HH,RO21,2015,57.11,RO,2,34.0,ROU
A,PC_HH,RO21,2016,62.49,RO,2,36.0,ROU
A,PC_HH,RO21,2017,67.88,RO,2,39.0,ROU
A,PC_HH,RO21,2018,69.2,RO,2,41.0,ROU
A,PC_HH,RO21,2019,77.1,RO,2,44.0,ROU
A,PC_HH,RO21,2020,76.86,RO,2,47.0,ROU
A,PC_HH,RO21,2021,86.89,RO,2,45.0,ROU
A,PC_HH,RO22,2012,52.47,RO,2,48.0,ROU
A,PC_HH,RO22,2013,55.8,RO,2,49.0,ROU
A,PC_HH,RO22,2014,57.26,RO,2,50.0,ROU
A,PC_HH,RO22,2015,57.06,RO,2,48.0,ROU
A,PC_HH,RO22,2016,66.71,RO,2,49.0,ROU
A,PC_HH,RO22,2017,71.17,RO,2,51.0,ROU
A,PC_HH,RO22,2018,69.18,RO,2,54.0,ROU
A,PC_HH,RO22,2019,76.51,RO,2,55.0,ROU
A,PC_HH,RO22,2020,79.2,RO,2,56.0,ROU
A,PC_HH,RO22,2021,84.29,RO,2,58.0,ROU
A,PC_HH,RO31,2012,47.67,RO,2,44.0,ROU
A,PC_HH,RO31,2013,50.27,RO,2,43.0,ROU
A,PC_HH,RO31,2014,50.66,RO,2,47.0,ROU
A,PC_HH,RO31,2015,61.07,RO,2,44.0,ROU
A,PC_HH,RO31,2016,65.01,RO,2,47.0,ROU
A,PC_HH,RO31,2017,70.23,RO,2,48.0,ROU
A,PC_HH,RO31,2018,74.41,RO,2,51.0,ROU
A,PC_HH,RO31,2019,78.56,RO,2,52.0,ROU
A,PC_HH,RO31,2020,81.93,RO,2,54.0,ROU
A,PC_HH,RO31,2021,85.76,RO,2,54.0,ROU
A,PC_HH,RO32,2012,70.64,RO,2,132.0,ROU
A,PC_HH,RO32,2013,77.56,RO,2,127.0,ROU
A,PC_HH,RO32,2014,78.6,RO,2,126.0,ROU
A,PC_HH,RO32,2015,80.43,RO,2,133.0,ROU
A,PC_HH,RO32,2016,87.61,RO,2,136.0,ROU
A,PC_HH,RO32,2017,87.82,RO,2,145.0,ROU
A,PC_HH,RO32,2018,94.46,RO,2,147.0,ROU
A,PC_HH,RO32,2019,90.71,RO,2,158.0,ROU
A,PC_HH,RO32,2020,91.74,RO,2,164.0,ROU
A,PC_HH,RO32,2021,93.78,RO,2,168.0,ROU
A,PC_HH,RO41,2012,48.3,RO,2,43.0,ROU
A,PC_HH,RO41,2013,52.79,RO,2,40.0,ROU
A,PC_HH,RO41,2014,52.2,RO,2,39.0,ROU
A,PC_HH,RO41,2015,61.78,RO,2,41.0,ROU
A,PC_HH,RO41,2016,70.53,RO,2,42.0,ROU
A,PC_HH,RO41,2017,68.59,RO,2,46.0,ROU
A,PC_HH,RO41,2018,80.26,RO,2,50.0,ROU
A,PC_HH,RO41,2019,82.62,RO,2,53.0,ROU
A,PC_HH,RO41,2020,81.67,RO,2,55.0,ROU
A,PC_HH,RO41,2021,85.9,RO,2,55.0,ROU
A,PC_HH,RO42,2012,52.79,RO,2,61.0,ROU
A,PC_HH,RO42,2013,61.09,RO,2,56.0,ROU
A,PC_HH,RO42,2014,63.47,RO,2,56.0,ROU
A,PC_HH,RO42,2015,74.61,RO,2,59.0,ROU
A,PC_HH,RO42,2016,73.59,RO,2,62.0,ROU
A,PC_HH,RO42,2017,84.76,RO,2,65.0,ROU
A,PC_HH,RO42,2018,85.36,RO,2,67.0,ROU
A,PC_HH,RO42,2019,86.72,RO,2,70.0,ROU
A,PC_HH,RO42,2020,89.4,RO,2,72.0,ROU
A,PC_HH,RO42,2021,90.48,RO,2,73.0,ROU
A,PC_HH,SE11,2010,86.93,SE,2,176.0,SWE
A,PC_HH,SE11,2011,90.71,SE,2,177.0,SWE
A,PC_HH,SE11,2012,89.41,SE,2,178.0,SWE
A,PC_HH,SE11,2014,88.0,SE,2,175.0,SWE
A,PC_HH,SE11,2015,84.89,SE,2,177.0,SWE
A,PC_HH,SE11,2016,90.32,SE,2,170.0,SWE
A,PC_HH,SE11,2017,96.49,SE,2,162.0,SWE
A,PC_HH,SE11,2018,92.91,SE,2,160.0,SWE
A,PC_HH,SE11,2019,93.49,SE,2,161.0,SWE
A,PC_HH,SE11,2020,94.76,SE,2,167.0,SWE
A,PC_HH,SE11,2021,93.47,SE,2,164.0,SWE
A,PC_HH,SE12,2010,81.9,SE,2,109.0,SWE
A,PC_HH,SE12,2011,86.03,SE,2,110.0,SWE
A,PC_HH,SE12,2012,85.12,SE,2,112.0,SWE
A,PC_HH,SE12,2014,88.37,SE,2,107.0,SWE
A,PC_HH,SE12,2015,81.97,SE,2,107.0,SWE
A,PC_HH,SE12,2016,89.07,SE,2,106.0,SWE
A,PC_HH,SE12,2017,92.67,SE,2,104.0,SWE
A,PC_HH,SE12,2018,91.12,SE,2,102.0,SWE
A,PC_HH,SE12,2019,95.2,SE,2,99.0,SWE
A,PC_HH,SE12,2020,92.13,SE,2,103.0,SWE
A,PC_HH,SE12,2021,93.38,SE,2,102.0,SWE
A,PC_HH,SE21,2010,78.14,SE,2,108.0,SWE
A,PC_HH,SE21,2011,83.51,SE,2,110.0,SWE
A,PC_HH,SE21,2012,85.77,SE,2,110.0,SWE
A,PC_HH,SE21,2014,85.36,SE,2,107.0,SWE
A,PC_HH,SE21,2015,75.63,SE,2,107.0,SWE
A,PC_HH,SE21,2016,83.03,SE,2,106.0,SWE
A,PC_HH,SE21,2017,88.65,SE,2,104.0,SWE
A,PC_HH,SE21,2018,90.93,SE,2,101.0,SWE
A,PC_HH,SE21,2019,98.3,SE,2,99.0,SWE
A,PC_HH,SE21,2020,91.03,SE,2,102.0,SWE
A,PC_HH,SE21,2021,90.29,SE,2,103.0,SWE
A,PC_HH,SE22,2010,83.76,SE,2,110.0,SWE
A,PC_HH,SE22,2011,86.89,SE,2,109.0,SWE
A,PC_HH,SE22,2012,87.93,SE,2,110.0,SWE
A,PC_HH,SE22,2014,84.63,SE,2,108.0,SWE
A,PC_HH,SE22,2015,80.05,SE,2,108.0,SWE
A,PC_HH,SE22,2016,92.72,SE,2,103.0,SWE
A,PC_HH,SE22,2017,90.05,SE,2,101.0,SWE
A,PC_HH,SE22,2018,93.94,SE,2,100.0,SWE
A,PC_HH,SE22,2019,93.79,SE,2,100.0,SWE
A,PC_HH,SE22,2020,88.11,SE,2,105.0,SWE
A,PC_HH,SE22,2021,91.31,SE,2,102.0,SWE
A,PC_HH,SE23,2010,82.98,SE,2,121.0,SWE
A,PC_HH,SE23,2011,83.01,SE,2,122.0,SWE
A,PC_HH,SE23,2012,87.69,SE,2,123.0,SWE
A,PC_HH,SE23,2014,90.31,SE,2,120.0,SWE
A,PC_HH,SE23,2015,86.24,SE,2,124.0,SWE
A,PC_HH,SE23,2016,88.61,SE,2,121.0,SWE
A,PC_HH,SE23,2017,94.1,SE,2,117.0,SWE
A,PC_HH,SE23,2018,92.23,SE,2,114.0,SWE
A,PC_HH,SE23,2019,95.65,SE,2,113.0,SWE
A,PC_HH,SE23,2020,91.42,SE,2,114.0,SWE
A,PC_HH,SE23,2021,88.9,SE,2,114.0,SWE
A,PC_HH,SE31,2010,80.11,SE,2,103.0,SWE
A,PC_HH,SE31,2011,79.66,SE,2,103.0,SWE
A,PC_HH,SE31,2012,83.43,SE,2,105.0,SWE
A,PC_HH,SE31,2014,77.76,SE,2,101.0,SWE
A,PC_HH,SE31,2015,78.04,SE,2,99.0,SWE
A,PC_HH,SE31,2016,86.82,SE,2,97.0,SWE
A,PC_HH,SE31,2017,88.32,SE,2,95.0,SWE
A,PC_HH,SE31,2018,88.94,SE,2,95.0,SWE
A,PC_HH,SE31,2019,92.68,SE,2,94.0,SWE
A,PC_HH,SE31,2020,84.07,SE,2,96.0,SWE
A,PC_HH,SE31,2021,89.8,SE,2,95.0,SWE
A,PC_HH,SE32,2010,74.91,SE,2,118.0,SWE
A,PC_HH,SE32,2011,82.42,SE,2,114.0,SWE
