freq,unit,geo,time,value
A,PC_HH,AT13,2017,88.77
A,PC_HH,AT13,2018,89.81
A,PC_HH,AT13,2019,91.43
A,PC_HH,AT13,2020,91.94
A,PC_HH,AT13,2021,92.49
A,PC_HH,AT2,2010,60.88
A,PC_HH,AT2,2011,66.7
A,PC_HH,AT2,2012,76.5
A,PC_HH,AT2,2013,79.21
A,PC_HH,AT2,2014,76.71
A,PC_HH,AT2,2015,78.34
A,PC_HH,AT2,2016,82.86
A,PC_HH,AT2,2017,88.26
A,PC_HH,AT2,2018,85.98
A,PC_HH,AT2,2019,85.3
A,PC_HH,AT2,2020,85.29
A,PC_HH,AT2,2021,89.58
A,PC_HH,AT21,2010,57.13
A,PC_HH,AT21,2011,66.22
A,PC_HH,AT21,2012,75.63
A,PC_HH,AT21,2013,74.71
A,PC_HH,AT21,2014,73.49
A,PC_HH,AT21,2016,83.75
A,PC_HH,AT21,2017,84.75
A,PC_HH,AT21,2018,84.38
A,PC_HH,AT21,2019,87.09
A,PC_HH,AT21,2020,84.95
A,PC_HH,AT21,2021,89.48
A,PC_HH,AT22,2010,62.65
A,PC_HH,AT22,2011,66.92
A,PC_HH,AT22,2012,76.91
A,PC_HH,AT22,2013,81.32
A,PC_HH,AT22,2014,78.22
A,PC_HH,AT22,2016,82.45
A,PC_HH,AT22,2017,89.88
A,PC_HH,AT22,2018,86.71
A,PC_HH,AT22,2019,84.49
A,PC_HH,AT22,2020,85.44
A,PC_HH,AT22,2021,89.63
A,PC_HH,AT3,2010,63.35
A,PC_HH,AT3,2011,72.95
A,PC_HH,AT3,2012,76.43
A,PC_HH,AT3,2013,81.13
A,PC_HH,AT3,2014,80.31
A,PC_HH,AT3,2015,79.95
A,PC_HH,AT3,2016,85.67
A,PC_HH,AT3,2017,88.24
A,PC_HH,AT3,2018,88.77
A,PC_HH,AT3,2019,89.61
A,PC_HH,AT3,2020,89.52
A,PC_HH,AT3,2021,91.03
A,PC_HH,AT31,2010,62.26
A,PC_HH,AT31,2011,73.47
A,PC_HH,AT31,2012,76.63
A,PC_HH,AT31,2013,81.18
A,PC_HH,AT31,2014,79.35
A,PC_HH,AT31,2016,85.81
A,PC_HH,AT31,2017,88.22
A,PC_HH,AT31,2018,88.67
A,PC_HH,AT31,2019,88.08
A,PC_HH,AT31,2020,89.38
A,PC_HH,AT31,2021,91.05
A,PC_HH,AT32,2010,64.23
A,PC_HH,AT32,2011,72.85
A,PC_HH,AT32,2012,79.56
A,PC_HH,AT32,2013,77.75
A,PC_HH,AT32,2014,84.47
A,PC_HH,AT32,2016,85.69
A,PC_HH,AT32,2017,87.58
A,PC_HH,AT32,2018,89.07
A,PC_HH,AT32,2019,89.05
A,PC_HH,AT32,2020,87.5
A,PC_HH,AT32,2021,91.99
A,PC_HH,AT33,2010,64.22
A,PC_HH,AT33,2011,68.77
A,PC_HH,AT33,2012,72.06
A,PC_HH,AT33,2013,82.91
A,PC_HH,AT33,2014,78.9
A,PC_HH,AT33,2016,84.17
A,PC_HH,AT33,2017,89.32
A,PC_HH,AT33,2018,87.73
A,PC_HH,AT33,2019,92.95
A,PC_HH,AT33,2020,90.03
A,PC_HH,AT33,2021,88.93
A,PC_HH,AT34,2010,64.54
A,PC_HH,AT34,2011,79.2
A,PC_HH,AT34,2012,79.45
A,PC_HH,AT34,2013,82.59
A,PC_HH,AT34,2014,80.55
A,PC_HH,AT34,2016,88.05
A,PC_HH,AT34,2017,87.1
A,PC_HH,AT34,2018,90.77
A,PC_HH,AT34,2019,89.67
A,PC_HH,AT34,2020,91.93
A,PC_HH,AT34,2021,93.63
A,PC_HH,BA,2018,69.15
A,PC_HH,BA,2019,72.03
A,PC_HH,BA,2020,72.84
A,PC_HH,BA,2021,75.49
A,PC_HH,BE,2010,69.95
A,PC_HH,BE,2011,74.0
A,PC_HH,BE,2012,74.7
A,PC_HH,BE,2013,78.65
A,PC_HH,BE,2014,81.48
A,PC_HH,BE,2015,79.22
A,PC_HH,BE,2016,82.41
A,PC_HH,BE,2017,84.25
A,PC_HH,BE,2018,83.73
A,PC_HH,BE,2019,87.57
A,PC_HH,BE,2020,90.86
A,PC_HH,BE,2021,91.97
A,PC_HH,BE1,2010,65.46
A,PC_HH,BE1,2011,71.09
A,PC_HH,BE1,2012,74.53
A,PC_HH,BE1,2013,76.27
A,PC_HH,BE1,2014,78.21
A,PC_HH,BE1,2015,75.6
A,PC_HH,BE1,2016,86.36
A,PC_HH,BE1,2017,84.15
A,PC_HH,BE1,2018,83.73
A,PC_HH,BE1,2019,87.31
A,PC_HH,BE1,2020,89.52
A,PC_HH,BE1,2021,93.0
A,PC_HH,BE10,2010,65.46
A,PC_HH,BE10,2011,71.09
A,PC_HH,BE10,2012,74.53
A,PC_HH,BE10,2013,76.27
A,PC_HH,BE10,2014,78.21
A,PC_HH,BE10,2015,75.6
A,PC_HH,BE10,2016,86.36
A,PC_HH,BE10,2017,84.15
A,PC_HH,BE10,2018,83.73
A,PC_HH,BE10,2019,87.31
A,PC_HH,BE10,2020,89.52
A,PC_HH,BE10,2021,93.0
A,PC_HH,BE2,2010,74.09
A,PC_HH,BE2,2011,75.93
A,PC_HH,BE2,2012,77.08
A,PC_HH,BE2,2013,81.31
A,PC_HH,BE2,2014,84.66
A,PC_HH,BE2,2015,81.33
A,PC_HH,BE2,2016,83.5
A,PC_HH,BE2,2017,85.76
A,PC_HH,BE2,2018,85.1
A,PC_HH,BE2,2019,89.28
A,PC_HH,BE2,2020,92.03
A,PC_HH,BE2,2021,93.32
A,PC_HH,BE21,2010,73.41
A,PC_HH,BE21,2011,75.56
A,PC_HH,BE21,2012,76.81
A,PC_HH,BE21,2013,83.63
A,PC_HH,BE21,2014,84.97
A,PC_HH,BE21,2015,81.14
A,PC_HH,BE21,2016,84.9
A,PC_HH,BE21,2017,86.21
A,PC_HH,BE21,2018,85.63
A,PC_HH,BE21,2019,89.81
A,PC_HH,BE21,2020,90.75
A,PC_HH,BE21,2021,92.72
A,PC_HH,BE22,2010,77.0
A,PC_HH,BE22,2011,78.19
A,PC_HH,BE22,2012,79.98
A,PC_HH,BE22,2013,81.49
A,PC_HH,BE22,2014,87.27
A,PC_HH,BE22,2015,82.85
A,PC_HH,BE22,2016,84.59
A,PC_HH,BE22,2017,87.49
A,PC_HH,BE22,2018,84.16
A,PC_HH,BE22,2019,89.71
A,PC_HH,BE22,2020,91.83
A,PC_HH,BE22,2021,92.93
A,PC_HH,BE23,2010,72.62
A,PC_HH,BE23,2011,73.68
A,PC_HH,BE23,2012,77.36
A,PC_HH,BE23,2013,81.67
A,PC_HH,BE23,2014,84.07
A,PC_HH,BE23,2015,79.73
A,PC_HH,BE23,2016,83.22
A,PC_HH,BE23,2017,83.42
A,PC_HH,BE23,2018,83.98
A,PC_HH,BE23,2019,86.22
A,PC_HH,BE23,2020,93.22
A,PC_HH,BE23,2021,92.54
A,PC_HH,BE24,2010,77.53
A,PC_HH,BE24,2011,79.76
A,PC_HH,BE24,2012,80.11
A,PC_HH,BE24,2013,81.26
A,PC_HH,BE24,2014,86.51
A,PC_HH,BE24,2015,84.66
A,PC_HH,BE24,2016,84.6
A,PC_HH,BE24,2017,86.97
A,PC_HH,BE24,2018,86.86
A,PC_HH,BE24,2019,92.89
A,PC_HH,BE24,2020,94.21
A,PC_HH,BE24,2021,96.11
A,PC_HH,BE25,2010,71.79
A,PC_HH,BE25,2011,74.29
A,PC_HH,BE25,2012,72.32
A,PC_HH,BE25,2013,77.24
A,PC_HH,BE25,2014,81.39
A,PC_HH,BE25,2015,79.5
A,PC_HH,BE25,2016,79.92
A,PC_HH,BE25,2017,85.66
A,PC_HH,BE25,2018,84.77
A,PC_HH,BE25,2019,88.71
A,PC_HH,BE25,2020,90.63
A,PC_HH,BE25,2021,92.84
A,PC_HH,BE3,2010,64.39
A,PC_HH,BE3,2011,71.7
A,PC_HH,BE3,2012,70.62
A,PC_HH,BE3,2013,74.91
A,PC_HH,BE3,2014,77.14
A,PC_HH,BE3,2015,76.86
A,PC_HH,BE3,2016,79.09
A,PC_HH,BE3,2017,81.66
A,PC_HH,BE3,2018,81.31
A,PC_HH,BE3,2019,84.7
A,PC_HH,BE3,2020,89.31
A,PC_HH,BE3,2021,89.26
A,PC_HH,BE31,2010,73.42
A,PC_HH,BE31,2011,80.98
A,PC_HH,BE31,2012,86.69
A,PC_HH,BE31,2013,82.39
A,PC_HH,BE31,2014,86.79
A,PC_HH,BE31,2015,83.78
A,PC_HH,BE31,2016,86.52
A,PC_HH,BE31,2017,88.29
A,PC_HH,BE31,2018,86.8
A,PC_HH,BE31,2019,90.23
A,PC_HH,BE31,2020,95.91
A,PC_HH,BE31,2021,95.81
A,PC_HH,BE32,2010,62.94
A,PC_HH,BE32,2011,73.54
A,PC_HH,BE32,2012,65.24
A,PC_HH,BE32,2013,70.78
A,PC_HH,BE32,2014,73.23
A,PC_HH,BE32,2015,75.51
A,PC_HH,BE32,2016,73.55
A,PC_HH,BE32,2017,78.21
A,PC_HH,BE32,2018,79.01
A,PC_HH,BE32,2019,80.43
A,PC_HH,BE32,2020,87.1
A,PC_HH,BE32,2021,88.17
A,PC_HH,BE33,2010,63.07
A,PC_HH,BE33,2011,64.27
A,PC_HH,BE33,2012,70.16
A,PC_HH,BE33,2013,75.93
A,PC_HH,BE33,2014,76.29
A,PC_HH,BE33,2015,75.3
A,PC_HH,BE33,2016,81.88
A,PC_HH,BE33,2017,83.01
A,PC_HH,BE33,2018,83.14
A,PC_HH,BE33,2019,87.4
A,PC_HH,BE33,2020,92.01
A,PC_HH,BE33,2021,91.2
A,PC_HH,BE34,2010,67.17
A,PC_HH,BE34,2011,70.79
A,PC_HH,BE34,2012,73.11
A,PC_HH,BE34,2013,76.14
A,PC_HH,BE34,2014,79.47
A,PC_HH,BE34,2015,80.07
A,PC_HH,BE34,2016,86.42
A,PC_HH,BE34,2017,83.29
A,PC_HH,BE34,2018,81.75
A,PC_HH,BE34,2019,88.85
A,PC_HH,BE34,2020,86.66
A,PC_HH,BE34,2021,86.7
A,PC_HH,BE35,2010,63.07
A,PC_HH,BE35,2011,77.54
A,PC_HH,BE35,2012,73.07
A,PC_HH,BE35,2013,77.65
A,PC_HH,BE35,2014,81.33
A,PC_HH,BE35,2015,77.21
A,PC_HH,BE35,2016,78.06
A,PC_HH,BE35,2017,82.04
A,PC_HH,BE35,2018,78.91
A,PC_HH,BE35,2019,83.74
A,PC_HH,BE35,2020,85.61
A,PC_HH,BE35,2021,85.18
A,PC_HH,BG,2010,26.01
A,PC_HH,BG,2011,39.8
A,PC_HH,BG,2012,50.78
A,PC_HH,BG,2013,53.62
A,PC_HH,BG,2014,56.46
A,PC_HH,BG,2015,58.84
A,PC_HH,BG,2016,62.81
A,PC_HH,BG,2017,66.9
A,PC_HH,BG,2018,71.49
A,PC_HH,BG,2019,74.94
A,PC_HH,BG,2020,78.61
A,PC_HH,BG,2021,83.53
A,PC_HH,BG3,2010,21.28
A,PC_HH,BG3,2011,32.27
A,PC_HH,BG3,2012,45.91
A,PC_HH,BG3,2013,47.58
A,PC_HH,BG3,2014,52.92
A,PC_HH,BG3,2015,54.72
A,PC_HH,BG3,2016,61.62
A,PC_HH,BG3,2017,63.73
A,PC_HH,BG3,2018,69.08
A,PC_HH,BG3,2019,73.24
A,PC_HH,BG3,2020,74.21
A,PC_HH,BG3,2021,81.08
A,PC_HH,BG31,2010,23.56
A,PC_HH,BG31,2011,32.98
A,PC_HH,BG31,2012,38.23
A,PC_HH,BG31,2013,42.4
A,PC_HH,BG31,2014,44.88
A,PC_HH,BG31,2015,44.51
A,PC_HH,BG31,2016,58.0
A,PC_HH,BG31,2017,56.8
A,PC_HH,BG31,2018,64.85
A,PC_HH,BG31,2019,70.8
A,PC_HH,BG31,2020,65.98
A,PC_HH,BG31,2021,73.5
A,PC_HH,BG32,2010,22.68
A,PC_HH,BG32,2011,38.42
A,PC_HH,BG32,2012,46.62
A,PC_HH,BG32,2013,49.4
A,PC_HH,BG32,2014,58.45
A,PC_HH,BG32,2015,58.21
A,PC_HH,BG32,2016,61.53
A,PC_HH,BG32,2017,67.32
A,PC_HH,BG32,2018,67.11
A,PC_HH,BG32,2019,73.17
A,PC_HH,BG32,2020,74.76
A,PC_HH,BG32,2021,82.67
A,PC_HH,BG33,2010,16.71
A,PC_HH,BG33,2011,27.62
A,PC_HH,BG33,2012,47.89
A,PC_HH,BG33,2013,51.54
A,PC_HH,BG33,2014,56.16
A,PC_HH,BG33,2015,56.27
A,PC_HH,BG33,2016,67.34
A,PC_HH,BG33,2017,68.43
A,PC_HH,BG33,2018,73.89
A,PC_HH,BG33,2019,73.72
A,PC_HH,BG33,2020,77.7
A,PC_HH,BG33,2021,85.23
A,PC_HH,BG34,2010,22.06
A,PC_HH,BG34,2011,30.88
A,PC_HH,BG34,2012,49.64
A,PC_HH,BG34,2013,46.54
A,PC_HH,BG34,2014,51.7
A,PC_HH,BG34,2015,58.47
A,PC_HH,BG34,2016,59.26
A,PC_HH,BG34,2017,61.83
A,PC_HH,BG34,2018,69.6
A,PC_HH,BG34,2019,74.73
A,PC_HH,BG34,2020,76.86
A,PC_HH,BG34,2021,81.73
A,PC_HH,BG4,2010,31.38
A,PC_HH,BG4,2011,47.74
A,PC_HH,BG4,2012,55.79
A,PC_HH,BG4,2013,59.8
A,PC_HH,BG4,2014,60.08
A,PC_HH,BG4,2015,63.05
A,PC_HH,BG4,2016,64.02
A,PC_HH,BG4,2017,70.09
A,PC_HH,BG4,2018,73.92
A,PC_HH,BG4,2019,76.66
A,PC_HH,BG4,2020,83.01
A,PC_HH,BG4,2021,85.97
A,PC_HH,BG41,2010,36.9
A,PC_HH,BG41,2011,53.84
A,PC_HH,BG41,2012,59.23
A,PC_HH,BG41,2013,64.2
A,PC_HH,BG41,2014,63.47
A,PC_HH,BG41,2015,67.63
A,PC_HH,BG41,2016,64.46
A,PC_HH,BG41,2017,70.07
A,PC_HH,BG41,2018,74.86
A,PC_HH,BG41,2019,77.72
A,PC_HH,BG41,2020,85.64
A,PC_HH,BG41,2021,86.23
A,PC_HH,BG42,2010,23.62
A,PC_HH,BG42,2011,38.38
A,PC_HH,BG42,2012,50.25
A,PC_HH,BG42,2013,52.68
A,PC_HH,BG42,2014,54.63
A,PC_HH,BG42,2015,55.68
A,PC_HH,BG42,2016,63.29
A,PC_HH,BG42,2017,70.12
A,PC_HH,BG42,2018,72.38
A,PC_HH,BG42,2019,74.9
A,PC_HH,BG42,2020,78.68
A,PC_HH,BG42,2021,85.53
A,PC_HH,CH,2014,85.91
A,PC_HH,CH,2017,89.64
A,PC_HH,CH,2019,95.3
A,PC_HH,CH,2021,98.07
A,PC_HH,CH0,2014,85.91
A,PC_HH,CH0,2017,89.64
A,PC_HH,CH0,2019,95.3
A,PC_HH,CH0,2021,98.07
A,PC_HH,CH01,2014,84.79
A,PC_HH,CH01,2017,88.65
A,PC_HH,CH01,2019,96.48
A,PC_HH,CH01,2021,98.65
A,PC_HH,CH02,2014,81.22
A,PC_HH,CH02,2017,89.3
A,PC_HH,CH02,2019,92.81
A,PC_HH,CH02,2021,97.08
A,PC_HH,CH03,2014,86.87
A,PC_HH,CH03,2017,90.29
A,PC_HH,CH03,2019,96.76
A,PC_HH,CH03,2021,96.73
A,PC_HH,CH04,2014,93.32
A,PC_HH,CH04,2017,91.4
A,PC_HH,CH04,2019,95.75
A,PC_HH,CH04,2021,99.51
A,PC_HH,CH05,2014,86.65
A,PC_HH,CH05,2017,90.13
A,PC_HH,CH05,2019,95.93
A,PC_HH,CH05,2021,98.29
A,PC_HH,CH06,2014,87.12
A,PC_HH,CH06,2017,89.81
A,PC_HH,CH06,2019,96.23
A,PC_HH,CH06,2021,97.85
A,PC_HH,CH07,2014,76.55
A,PC_HH,CH07,2017,84.47
A,PC_HH,CH07,2019,92.47
A,PC_HH,CH07,2021,98.66
A,PC_HH,CY,2010,50.67
A,PC_HH,CY,2011,55.5
A,PC_HH,CY,2012,61.65
A,PC_HH,CY,2013,64.36
A,PC_HH,CY,2014,68.54
A,PC_HH,CY,2015,71.16
A,PC_HH,CY,2016,74.2
A,PC_HH,CY,2017,79.03
A,PC_HH,CY,2018,85.65
A,PC_HH,CY,2019,89.44
A,PC_HH,CY,2020,92.49
A,PC_HH,CY,2021,93.41
A,PC_HH,CY0,2010,50.67
A,PC_HH,CY0,2011,55.5
A,PC_HH,CY0,2012,61.65
A,PC_HH,CY0,2013,64.36
A,PC_HH,CY0,2014,68.54
A,PC_HH,CY0,2015,71.16
A,PC_HH,CY0,2016,74.2
A,PC_HH,CY0,2017,79.03
A,PC_HH,CY0,2018,85.65
A,PC_HH,CY0,2019,89.44
A,PC_HH,CY0,2020,92.49
A,PC_HH,CY0,2021,93.41
A,PC_HH,CY00,2010,50.67
A,PC_HH,CY00,2011,55.5
A,PC_HH,CY00,2012,61.65
A,PC_HH,CY00,2013,64.36
A,PC_HH,CY00,2014,68.54
A,PC_HH,CY00,2015,71.16
A,PC_HH,CY00,2016,74.2
A,PC_HH,CY00,2017,79.03
A,PC_HH,CY00,2018,85.65
A,PC_HH,CY00,2019,89.44
A,PC_HH,CY00,2020,92.49
A,PC_HH,CY00,2021,93.41
A,PC_HH,CZ,2010,53.6
A,PC_HH,CZ,2011,63.44
A,PC_HH,CZ,2012,69.29
A,PC_HH,CZ,2013,69.39
A,PC_HH,CZ,2014,75.91
A,PC_HH,CZ,2015,76.04
A,PC_HH,CZ,2016,80.32
A,PC_HH,CZ,2017,82.88
A,PC_HH,CZ,2018,85.77
A,PC_HH,CZ,2019,87.0
A,PC_HH,CZ,2020,88.02
A,PC_HH,CZ,2021,89.31
A,PC_HH,CZ0,2010,53.6
A,PC_HH,CZ0,2011,63.44
A,PC_HH,CZ0,2012,69.29
A,PC_HH,CZ0,2013,69.39
A,PC_HH,CZ0,2014,75.91
A,PC_HH,CZ0,2015,76.04
A,PC_HH,CZ0,2016,80.32
A,PC_HH,CZ0,2017,82.88
A,PC_HH,CZ0,2018,85.77
A,PC_HH,CZ0,2019,87.0
A,PC_HH,CZ0,2020,88.02
A,PC_HH,CZ0,2021,89.31
A,PC_HH,CZ01,2010,61.64
A,PC_HH,CZ01,2011,69.62
A,PC_HH,CZ01,2012,78.95
A,PC_HH,CZ01,2013,78.81
A,PC_HH,CZ01,2014,87.83
A,PC_HH,CZ01,2015,87.78
A,PC_HH,CZ01,2016,90.56
A,PC_HH,CZ01,2017,89.31
A,PC_HH,CZ01,2018,93.17
A,PC_HH,CZ01,2019,93.23
A,PC_HH,CZ01,2020,94.74
A,PC_HH,CZ01,2021,94.16
A,PC_HH,CZ02,2010,55.46
A,PC_HH,CZ02,2011,65.28
A,PC_HH,CZ02,2012,67.14
A,PC_HH,CZ02,2013,76.12
A,PC_HH,CZ02,2014,77.11
A,PC_HH,CZ02,2015,81.74
A,PC_HH,CZ02,2016,83.88
A,PC_HH,CZ02,2017,86.68
A,PC_HH,CZ02,2018,86.66
A,PC_HH,CZ02,2019,87.86
A,PC_HH,CZ02,2020,87.79
A,PC_HH,CZ02,2021,89.31
A,PC_HH,CZ03,2010,50.99
A,PC_HH,CZ03,2011,61.23
A,PC_HH,CZ03,2012,69.49
A,PC_HH,CZ03,2013,67.95
A,PC_HH,CZ03,2014,74.97
A,PC_HH,CZ03,2015,78.27
A,PC_HH,CZ03,2016,81.97
A,PC_HH,CZ03,2017,82.34
A,PC_HH,CZ03,2018,85.93
A,PC_HH,CZ03,2019,86.42
A,PC_HH,CZ03,2020,87.68
A,PC_HH,CZ03,2021,92.22
A,PC_HH,CZ04,2010,52.84
A,PC_HH,CZ04,2011,58.05
A,PC_HH,CZ04,2012,63.4
A,PC_HH,CZ04,2013,62.36
A,PC_HH,CZ04,2014,67.92
A,PC_HH,CZ04,2015,64.78
A,PC_HH,CZ04,2016,75.06
A,PC_HH,CZ04,2017,78.19
A,PC_HH,CZ04,2018,81.66
A,PC_HH,CZ04,2019,79.3
A,PC_HH,CZ04,2020,82.28
A,PC_HH,CZ04,2021,86.03
A,PC_HH,CZ05,2010,47.21
A,PC_HH,CZ05,2011,66.55
A,PC_HH,CZ05,2012,67.37
A,PC_HH,CZ05,2013,67.27
A,PC_HH,CZ05,2014,70.48
A,PC_HH,CZ05,2015,78.22
A,PC_HH,CZ05,2016,78.53
A,PC_HH,CZ05,2017,79.75
A,PC_HH,CZ05,2018,81.73
A,PC_HH,CZ05,2019,86.36
A,PC_HH,CZ05,2020,86.88
A,PC_HH,CZ05,2021,87.32
A,PC_HH,CZ06,2010,58.63
A,PC_HH,CZ06,2011,65.52
A,PC_HH,CZ06,2012,72.78
A,PC_HH,CZ06,2013,70.79
A,PC_HH,CZ06,2014,77.88
A,PC_HH,CZ06,2015,72.69
A,PC_HH,CZ06,2016,77.69
A,PC_HH,CZ06,2017,83.36
A,PC_HH,CZ06,2018,86.83
A,PC_HH,CZ06,2019,87.93
A,PC_HH,CZ06,2020,90.08
A,PC_HH,CZ06,2021,88.11
A,PC_HH,CZ07,2010,54.29
A,PC_HH,CZ07,2011,57.31
A,PC_HH,CZ07,2012,65.28
A,PC_HH,CZ07,2013,66.07
A,PC_HH,CZ07,2014,75.76
A,PC_HH,CZ07,2015,71.79
A,PC_HH,CZ07,2016,74.41
A,PC_HH,CZ07,2017,81.28
A,PC_HH,CZ07,2018,82.59
A,PC_HH,CZ07,2019,84.02
A,PC_HH,CZ07,2020,88.11
A,PC_HH,CZ07,2021,87.94
A,PC_HH,CZ08,2010,46.53
A,PC_HH,CZ08,2011,61.12
A,PC_HH,CZ08,2012,67.26
A,PC_HH,CZ08,2013,64.42
A,PC_HH,CZ08,2014,73.97
A,PC_HH,CZ08,2015,72.07
A,PC_HH,CZ08,2016,79.33
A,PC_HH,CZ08,2017,80.89
A,PC_HH,CZ08,2018,86.58
A,PC_HH,CZ08,2019,89.54
A,PC_HH,CZ08,2020,85.67
A,PC_HH,CZ08,2021,88.8
A,PC_HH,DE,2010,75.2
A,PC_HH,DE,2011,77.52
A,PC_HH,DE,2012,81.52
A,PC_HH,DE,2013,84.79
A,PC_HH,DE,2014,86.58
A,PC_HH,DE,2015,87.83
A,PC_HH,DE,2016,89.6
A,PC_HH,DE,2017,91.6
A,PC_HH,DE,2018,90.25
A,PC_HH,DE,2019,93.93
A,PC_HH,DE,2020,94.83
A,PC_HH,DE,2021,88.84
A,PC_HH,DE1,2010,74.63
A,PC_HH,DE1,2011,75.47
A,PC_HH,DE1,2012,79.48
A,PC_HH,DE1,2013,83.09
A,PC_HH,DE1,2014,85.1
A,PC_HH,DE1,2015,88.05
A,PC_HH,DE1,2016,88.54
A,PC_HH,DE1,2017,91.76
A,PC_HH,DE1,2018,91.97
A,PC_HH,DE1,2019,94.3
A,PC_HH,DE1,2020,94.42
A,PC_HH,DE1,2021,87.89
A,PC_HH,DE2,2010,74.55
A,PC_HH,DE2,2011,78.59
A,PC_HH,DE2,2012,82.47
A,PC_HH,DE2,2013,84.58
A,PC_HH,DE2,2014,86.24
A,PC_HH,DE2,2015,88.14
A,PC_HH,DE2,2016,88.7
A,PC_HH,DE2,2017,91.29
A,PC_HH,DE2,2018,88.7
A,PC_HH,DE2,2019,94.27
A,PC_HH,DE2,2020,95.13
A,PC_HH,DE2,2021,89.69
A,PC_HH,DE3,2010,75.55
A,PC_HH,DE3,2011,79.56
A,PC_HH,DE3,2012,82.19
A,PC_HH,DE3,2013,87.69
A,PC_HH,DE3,2014,87.84
A,PC_HH,DE3,2015,90.44
A,PC_HH,DE3,2016,90.9
A,PC_HH,DE3,2017,94.75
A,PC_HH,DE3,2018,94.69
A,PC_HH,DE3,2019,95.41
A,PC_HH,DE3,2020,95.85
A,PC_HH,DE3,2021,91.08
A,PC_HH,DE4,2010,63.61
A,PC_HH,DE4,2011,65.78
A,PC_HH,DE4,2012,73.76
A,PC_HH,DE4,2013,71.0
A,PC_HH,DE4,2014,78.16
A,PC_HH,DE4,2015,79.05
A,PC_HH,DE4,2016,83.73
A,PC_HH,DE4,2017,81.58
A,PC_HH,DE4,2018,85.84
A,PC_HH,DE4,2019,85.58
A,PC_HH,DE4,2020,91.07
A,PC_HH,DE4,2021,85.11
A,PC_HH,DE5,2011,86.58
A,PC_HH,DE5,2012,78.46
A,PC_HH,DE5,2013,91.3
A,PC_HH,DE5,2014,86.98
A,PC_HH,DE5,2015,91.38
A,PC_HH,DE5,2016,91.35
A,PC_HH,DE5,2017,93.52
A,PC_HH,DE5,2018,89.68
A,PC_HH,DE5,2019,97.96
A,PC_HH,DE5,2020,94.94
A,PC_HH,DE5,2021,77.27
A,PC_HH,DE6,2010,77.62
A,PC_HH,DE6,2011,81.04
A,PC_HH,DE6,2012,79.85
A,PC_HH,DE6,2013,86.95
A,PC_HH,DE6,2014,91.16
A,PC_HH,DE6,2015,87.16
A,PC_HH,DE6,2016,94.48
A,PC_HH,DE6,2017,96.06
A,PC_HH,DE6,2018,87.56
A,PC_HH,DE6,2019,96.04
A,PC_HH,DE6,2020,95.42
A,PC_HH,DE6,2021,92.2
A,PC_HH,DE7,2010,79.04
A,PC_HH,DE7,2011,80.22
A,PC_HH,DE7,2012,84.21
A,PC_HH,DE7,2013,84.49
A,PC_HH,DE7,2014,88.91
A,PC_HH,DE7,2015,89.36
A,PC_HH,DE7,2016,91.13
A,PC_HH,DE7,2017,93.01
A,PC_HH,DE7,2018,85.79
A,PC_HH,DE7,2019,94.23
A,PC_HH,DE7,2020,95.68
A,PC_HH,DE7,2021,91.63
A,PC_HH,DE8,2010,56.94
A,PC_HH,DE8,2011,66.66
A,PC_HH,DE8,2012,70.85
