freq,unit,geo,time,value
A,PPS_HAB_EU27_2020,DK01,2023,170.0
A,PPS_HAB_EU27_2020,DK01,2024,175.0
A,PPS_HAB_EU27_2020,DK02,2010,89.0
A,PPS_HAB_EU27_2020,DK02,2011,87.0
A,PPS_HAB_EU27_2020,DK02,2012,86.0
A,PPS_HAB_EU27_2020,DK02,2013,88.0
A,PPS_HAB_EU27_2020,DK02,2014,87.0
A,PPS_HAB_EU27_2020,DK02,2015,90.0
A,PPS_HAB_EU27_2020,DK02,2016,87.0
A,PPS_HAB_EU27_2020,DK02,2017,89.0
A,PPS_HAB_EU27_2020,DK02,2018,88.0
A,PPS_HAB_EU27_2020,DK02,2019,87.0
A,PPS_HAB_EU27_2020,DK02,2020,92.0
A,PPS_HAB_EU27_2020,DK02,2021,90.0
A,PPS_HAB_EU27_2020,DK02,2022,87.0
A,PPS_HAB_EU27_2020,DK02,2023,89.0
A,PPS_HAB_EU27_2020,DK02,2024,90.0
A,PPS_HAB_EU27_2020,DK03,2010,116.0
A,PPS_HAB_EU27_2020,DK03,2011,116.0
A,PPS_HAB_EU27_2020,DK03,2012,114.0
A,PPS_HAB_EU27_2020,DK03,2013,117.0
A,PPS_HAB_EU27_2020,DK03,2014,115.0
A,PPS_HAB_EU27_2020,DK03,2015,114.0
A,PPS_HAB_EU27_2020,DK03,2016,113.0
A,PPS_HAB_EU27_2020,DK03,2017,114.0
A,PPS_HAB_EU27_2020,DK03,2018,112.0
A,PPS_HAB_EU27_2020,DK03,2019,111.0
A,PPS_HAB_EU27_2020,DK03,2020,117.0
A,PPS_HAB_EU27_2020,DK03,2021,115.0
A,PPS_HAB_EU27_2020,DK03,2022,110.0
A,PPS_HAB_EU27_2020,DK03,2023,109.0
A,PPS_HAB_EU27_2020,DK03,2024,107.0
A,PPS_HAB_EU27_2020,DK04,2010,116.0
A,PPS_HAB_EU27_2020,DK04,2011,116.0
A,PPS_HAB_EU27_2020,DK04,2012,114.0
A,PPS_HAB_EU27_2020,DK04,2013,115.0
A,PPS_HAB_EU27_2020,DK04,2014,114.0
A,PPS_HAB_EU27_2020,DK04,2015,111.0
A,PPS_HAB_EU27_2020,DK04,2016,116.0
A,PPS_HAB_EU27_2020,DK04,2017,116.0
A,PPS_HAB_EU27_2020,DK04,2018,115.0
A,PPS_HAB_EU27_2020,DK04,2019,114.0
A,PPS_HAB_EU27_2020,DK04,2020,123.0
A,PPS_HAB_EU27_2020,DK04,2021,121.0
A,PPS_HAB_EU27_2020,DK04,2022,112.0
A,PPS_HAB_EU27_2020,DK04,2023,109.0
A,PPS_HAB_EU27_2020,DK04,2024,108.0
A,PPS_HAB_EU27_2020,DK05,2010,110.0
A,PPS_HAB_EU27_2020,DK05,2011,108.0
A,PPS_HAB_EU27_2020,DK05,2012,108.0
A,PPS_HAB_EU27_2020,DK05,2013,108.0
A,PPS_HAB_EU27_2020,DK05,2014,106.0
A,PPS_HAB_EU27_2020,DK05,2015,106.0
A,PPS_HAB_EU27_2020,DK05,2016,106.0
A,PPS_HAB_EU27_2020,DK05,2017,108.0
A,PPS_HAB_EU27_2020,DK05,2018,106.0
A,PPS_HAB_EU27_2020,DK05,2019,104.0
A,PPS_HAB_EU27_2020,DK05,2020,110.0
A,PPS_HAB_EU27_2020,DK05,2021,106.0
A,PPS_HAB_EU27_2020,DK05,2022,100.0
A,PPS_HAB_EU27_2020,DK05,2023,100.0
A,PPS_HAB_EU27_2020,DK05,2024,100.0
A,PPS_HAB_EU27_2020,EE,2010,65.0
A,PPS_HAB_EU27_2020,EE,2011,71.0
A,PPS_HAB_EU27_2020,EE,2012,74.0
A,PPS_HAB_EU27_2020,EE,2013,76.0
A,PPS_HAB_EU27_2020,EE,2014,78.0
A,PPS_HAB_EU27_2020,EE,2015,77.0
A,PPS_HAB_EU27_2020,EE,2016,78.0
A,PPS_HAB_EU27_2020,EE,2017,80.0
A,PPS_HAB_EU27_2020,EE,2018,82.0
A,PPS_HAB_EU27_2020,EE,2019,83.0
A,PPS_HAB_EU27_2020,EE,2020,85.0
A,PPS_HAB_EU27_2020,EE,2021,85.0
A,PPS_HAB_EU27_2020,EE,2022,83.0
A,PPS_HAB_EU27_2020,EE,2023,80.0
A,PPS_HAB_EU27_2020,EE,2024,79.0
A,PPS_HAB_EU27_2020,EE0,2010,65.0
A,PPS_HAB_EU27_2020,EE0,2011,71.0
A,PPS_HAB_EU27_2020,EE0,2012,74.0
A,PPS_HAB_EU27_2020,EE0,2013,76.0
A,PPS_HAB_EU27_2020,EE0,2014,78.0
A,PPS_HAB_EU27_2020,EE0,2015,77.0
A,PPS_HAB_EU27_2020,EE0,2016,78.0
A,PPS_HAB_EU27_2020,EE0,2017,80.0
A,PPS_HAB_EU27_2020,EE0,2018,82.0
A,PPS_HAB_EU27_2020,EE0,2019,83.0
A,PPS_HAB_EU27_2020,EE0,2020,85.0
A,PPS_HAB_EU27_2020,EE0,2021,85.0
A,PPS_HAB_EU27_2020,EE0,2022,83.0
A,PPS_HAB_EU27_2020,EE0,2023,80.0
A,PPS_HAB_EU27_2020,EE0,2024,79.0
A,PPS_HAB_EU27_2020,EE00,2010,65.0
A,PPS_HAB_EU27_2020,EE00,2011,71.0
A,PPS_HAB_EU27_2020,EE00,2012,74.0
A,PPS_HAB_EU27_2020,EE00,2013,76.0
A,PPS_HAB_EU27_2020,EE00,2014,78.0
A,PPS_HAB_EU27_2020,EE00,2015,77.0
A,PPS_HAB_EU27_2020,EE00,2016,78.0
A,PPS_HAB_EU27_2020,EE00,2017,80.0
A,PPS_HAB_EU27_2020,EE00,2018,82.0
A,PPS_HAB_EU27_2020,EE00,2019,83.0
A,PPS_HAB_EU27_2020,EE00,2020,85.0
A,PPS_HAB_EU27_2020,EE00,2021,85.0
A,PPS_HAB_EU27_2020,EE00,2022,83.0
A,PPS_HAB_EU27_2020,EE00,2023,80.0
A,PPS_HAB_EU27_2020,EE00,2024,79.0
A,PPS_HAB_EU27_2020,EL,2010,84.0
A,PPS_HAB_EU27_2020,EL,2011,74.0
A,PPS_HAB_EU27_2020,EL,2012,70.0
A,PPS_HAB_EU27_2020,EL,2013,71.0
A,PPS_HAB_EU27_2020,EL,2014,71.0
A,PPS_HAB_EU27_2020,EL,2015,69.0
A,PPS_HAB_EU27_2020,EL,2016,67.0
A,PPS_HAB_EU27_2020,EL,2017,66.0
A,PPS_HAB_EU27_2020,EL,2018,66.0
A,PPS_HAB_EU27_2020,EL,2019,66.0
A,PPS_HAB_EU27_2020,EL,2020,62.0
A,PPS_HAB_EU27_2020,EL,2021,64.0
A,PPS_HAB_EU27_2020,EL,2022,66.0
A,PPS_HAB_EU27_2020,EL,2023,68.0
A,PPS_HAB_EU27_2020,EL,2024,69.0
A,PPS_HAB_EU27_2020,EL3,2010,113.0
A,PPS_HAB_EU27_2020,EL3,2011,100.0
A,PPS_HAB_EU27_2020,EL3,2012,94.0
A,PPS_HAB_EU27_2020,EL3,2013,95.0
A,PPS_HAB_EU27_2020,EL3,2014,95.0
A,PPS_HAB_EU27_2020,EL3,2015,93.0
A,PPS_HAB_EU27_2020,EL3,2016,91.0
A,PPS_HAB_EU27_2020,EL3,2017,91.0
A,PPS_HAB_EU27_2020,EL3,2018,90.0
A,PPS_HAB_EU27_2020,EL3,2019,90.0
A,PPS_HAB_EU27_2020,EL3,2020,86.0
A,PPS_HAB_EU27_2020,EL3,2021,89.0
A,PPS_HAB_EU27_2020,EL3,2022,91.0
A,PPS_HAB_EU27_2020,EL3,2023,96.0
A,PPS_HAB_EU27_2020,EL3,2024,96.0
A,PPS_HAB_EU27_2020,EL30,2010,113.0
A,PPS_HAB_EU27_2020,EL30,2011,100.0
A,PPS_HAB_EU27_2020,EL30,2012,94.0
A,PPS_HAB_EU27_2020,EL30,2013,95.0
A,PPS_HAB_EU27_2020,EL30,2014,95.0
A,PPS_HAB_EU27_2020,EL30,2015,93.0
A,PPS_HAB_EU27_2020,EL30,2016,91.0
A,PPS_HAB_EU27_2020,EL30,2017,91.0
A,PPS_HAB_EU27_2020,EL30,2018,90.0
A,PPS_HAB_EU27_2020,EL30,2019,90.0
A,PPS_HAB_EU27_2020,EL30,2020,86.0
A,PPS_HAB_EU27_2020,EL30,2021,89.0
A,PPS_HAB_EU27_2020,EL30,2022,91.0
A,PPS_HAB_EU27_2020,EL30,2023,96.0
A,PPS_HAB_EU27_2020,EL30,2024,96.0
A,PPS_HAB_EU27_2020,EL4,2010,76.0
A,PPS_HAB_EU27_2020,EL4,2011,66.0
A,PPS_HAB_EU27_2020,EL4,2012,62.0
A,PPS_HAB_EU27_2020,EL4,2013,65.0
A,PPS_HAB_EU27_2020,EL4,2014,66.0
A,PPS_HAB_EU27_2020,EL4,2015,63.0
A,PPS_HAB_EU27_2020,EL4,2016,60.0
A,PPS_HAB_EU27_2020,EL4,2017,59.0
A,PPS_HAB_EU27_2020,EL4,2018,58.0
A,PPS_HAB_EU27_2020,EL4,2019,57.0
A,PPS_HAB_EU27_2020,EL4,2020,49.0
A,PPS_HAB_EU27_2020,EL4,2021,52.0
A,PPS_HAB_EU27_2020,EL4,2022,56.0
A,PPS_HAB_EU27_2020,EL4,2023,59.0
A,PPS_HAB_EU27_2020,EL4,2024,59.0
A,PPS_HAB_EU27_2020,EL41,2010,66.0
A,PPS_HAB_EU27_2020,EL41,2011,58.0
A,PPS_HAB_EU27_2020,EL41,2012,55.0
A,PPS_HAB_EU27_2020,EL41,2013,56.0
A,PPS_HAB_EU27_2020,EL41,2014,56.0
A,PPS_HAB_EU27_2020,EL41,2015,53.0
A,PPS_HAB_EU27_2020,EL41,2016,50.0
A,PPS_HAB_EU27_2020,EL41,2017,47.0
A,PPS_HAB_EU27_2020,EL41,2018,45.0
A,PPS_HAB_EU27_2020,EL41,2019,43.0
A,PPS_HAB_EU27_2020,EL41,2020,39.0
A,PPS_HAB_EU27_2020,EL41,2021,39.0
A,PPS_HAB_EU27_2020,EL41,2022,41.0
A,PPS_HAB_EU27_2020,EL41,2023,42.0
A,PPS_HAB_EU27_2020,EL41,2024,42.0
A,PPS_HAB_EU27_2020,EL42,2010,90.0
A,PPS_HAB_EU27_2020,EL42,2011,79.0
A,PPS_HAB_EU27_2020,EL42,2012,74.0
A,PPS_HAB_EU27_2020,EL42,2013,80.0
A,PPS_HAB_EU27_2020,EL42,2014,80.0
A,PPS_HAB_EU27_2020,EL42,2015,77.0
A,PPS_HAB_EU27_2020,EL42,2016,72.0
A,PPS_HAB_EU27_2020,EL42,2017,70.0
A,PPS_HAB_EU27_2020,EL42,2018,70.0
A,PPS_HAB_EU27_2020,EL42,2019,70.0
A,PPS_HAB_EU27_2020,EL42,2020,57.0
A,PPS_HAB_EU27_2020,EL42,2021,60.0
A,PPS_HAB_EU27_2020,EL42,2022,65.0
A,PPS_HAB_EU27_2020,EL42,2023,69.0
A,PPS_HAB_EU27_2020,EL42,2024,70.0
A,PPS_HAB_EU27_2020,EL43,2010,73.0
A,PPS_HAB_EU27_2020,EL43,2011,62.0
A,PPS_HAB_EU27_2020,EL43,2012,57.0
A,PPS_HAB_EU27_2020,EL43,2013,60.0
A,PPS_HAB_EU27_2020,EL43,2014,61.0
A,PPS_HAB_EU27_2020,EL43,2015,59.0
A,PPS_HAB_EU27_2020,EL43,2016,56.0
A,PPS_HAB_EU27_2020,EL43,2017,57.0
A,PPS_HAB_EU27_2020,EL43,2018,56.0
A,PPS_HAB_EU27_2020,EL43,2019,56.0
A,PPS_HAB_EU27_2020,EL43,2020,49.0
A,PPS_HAB_EU27_2020,EL43,2021,52.0
A,PPS_HAB_EU27_2020,EL43,2022,56.0
A,PPS_HAB_EU27_2020,EL43,2023,59.0
A,PPS_HAB_EU27_2020,EL43,2024,60.0
A,PPS_HAB_EU27_2020,EL5,2010,65.0
A,PPS_HAB_EU27_2020,EL5,2011,58.0
A,PPS_HAB_EU27_2020,EL5,2012,55.0
A,PPS_HAB_EU27_2020,EL5,2013,55.0
A,PPS_HAB_EU27_2020,EL5,2014,55.0
A,PPS_HAB_EU27_2020,EL5,2015,53.0
A,PPS_HAB_EU27_2020,EL5,2016,52.0
A,PPS_HAB_EU27_2020,EL5,2017,51.0
A,PPS_HAB_EU27_2020,EL5,2018,51.0
A,PPS_HAB_EU27_2020,EL5,2019,50.0
A,PPS_HAB_EU27_2020,EL5,2020,47.0
A,PPS_HAB_EU27_2020,EL5,2021,48.0
A,PPS_HAB_EU27_2020,EL5,2022,51.0
A,PPS_HAB_EU27_2020,EL5,2023,51.0
A,PPS_HAB_EU27_2020,EL5,2024,51.0
A,PPS_HAB_EU27_2020,EL51,2010,62.0
A,PPS_HAB_EU27_2020,EL51,2011,52.0
A,PPS_HAB_EU27_2020,EL51,2012,50.0
A,PPS_HAB_EU27_2020,EL51,2013,49.0
A,PPS_HAB_EU27_2020,EL51,2014,48.0
A,PPS_HAB_EU27_2020,EL51,2015,46.0
A,PPS_HAB_EU27_2020,EL51,2016,46.0
A,PPS_HAB_EU27_2020,EL51,2017,45.0
A,PPS_HAB_EU27_2020,EL51,2018,44.0
A,PPS_HAB_EU27_2020,EL51,2019,43.0
A,PPS_HAB_EU27_2020,EL51,2020,41.0
A,PPS_HAB_EU27_2020,EL51,2021,43.0
A,PPS_HAB_EU27_2020,EL51,2022,44.0
A,PPS_HAB_EU27_2020,EL51,2023,44.0
A,PPS_HAB_EU27_2020,EL51,2024,45.0
A,PPS_HAB_EU27_2020,EL52,2010,66.0
A,PPS_HAB_EU27_2020,EL52,2011,58.0
A,PPS_HAB_EU27_2020,EL52,2012,55.0
A,PPS_HAB_EU27_2020,EL52,2013,55.0
A,PPS_HAB_EU27_2020,EL52,2014,54.0
A,PPS_HAB_EU27_2020,EL52,2015,54.0
A,PPS_HAB_EU27_2020,EL52,2016,53.0
A,PPS_HAB_EU27_2020,EL52,2017,52.0
A,PPS_HAB_EU27_2020,EL52,2018,52.0
A,PPS_HAB_EU27_2020,EL52,2019,52.0
A,PPS_HAB_EU27_2020,EL52,2020,49.0
A,PPS_HAB_EU27_2020,EL52,2021,50.0
A,PPS_HAB_EU27_2020,EL52,2022,54.0
A,PPS_HAB_EU27_2020,EL52,2023,55.0
A,PPS_HAB_EU27_2020,EL52,2024,55.0
A,PPS_HAB_EU27_2020,EL53,2010,75.0
A,PPS_HAB_EU27_2020,EL53,2011,71.0
A,PPS_HAB_EU27_2020,EL53,2012,79.0
A,PPS_HAB_EU27_2020,EL53,2013,79.0
A,PPS_HAB_EU27_2020,EL53,2014,80.0
A,PPS_HAB_EU27_2020,EL53,2015,73.0
A,PPS_HAB_EU27_2020,EL53,2016,66.0
A,PPS_HAB_EU27_2020,EL53,2017,65.0
A,PPS_HAB_EU27_2020,EL53,2018,62.0
A,PPS_HAB_EU27_2020,EL53,2019,58.0
A,PPS_HAB_EU27_2020,EL53,2020,53.0
A,PPS_HAB_EU27_2020,EL53,2021,54.0
A,PPS_HAB_EU27_2020,EL53,2022,53.0
A,PPS_HAB_EU27_2020,EL53,2023,50.0
A,PPS_HAB_EU27_2020,EL53,2024,48.0
A,PPS_HAB_EU27_2020,EL54,2010,58.0
A,PPS_HAB_EU27_2020,EL54,2011,51.0
A,PPS_HAB_EU27_2020,EL54,2012,47.0
A,PPS_HAB_EU27_2020,EL54,2013,48.0
A,PPS_HAB_EU27_2020,EL54,2014,48.0
A,PPS_HAB_EU27_2020,EL54,2015,47.0
A,PPS_HAB_EU27_2020,EL54,2016,46.0
A,PPS_HAB_EU27_2020,EL54,2017,44.0
A,PPS_HAB_EU27_2020,EL54,2018,44.0
A,PPS_HAB_EU27_2020,EL54,2019,43.0
A,PPS_HAB_EU27_2020,EL54,2020,41.0
A,PPS_HAB_EU27_2020,EL54,2021,42.0
A,PPS_HAB_EU27_2020,EL54,2022,43.0
A,PPS_HAB_EU27_2020,EL54,2023,44.0
A,PPS_HAB_EU27_2020,EL54,2024,45.0
A,PPS_HAB_EU27_2020,EL6,2010,67.0
A,PPS_HAB_EU27_2020,EL6,2011,59.0
A,PPS_HAB_EU27_2020,EL6,2012,56.0
A,PPS_HAB_EU27_2020,EL6,2013,57.0
A,PPS_HAB_EU27_2020,EL6,2014,56.0
A,PPS_HAB_EU27_2020,EL6,2015,56.0
A,PPS_HAB_EU27_2020,EL6,2016,54.0
A,PPS_HAB_EU27_2020,EL6,2017,54.0
A,PPS_HAB_EU27_2020,EL6,2018,53.0
A,PPS_HAB_EU27_2020,EL6,2019,53.0
A,PPS_HAB_EU27_2020,EL6,2020,51.0
A,PPS_HAB_EU27_2020,EL6,2021,52.0
A,PPS_HAB_EU27_2020,EL6,2022,55.0
A,PPS_HAB_EU27_2020,EL6,2023,55.0
A,PPS_HAB_EU27_2020,EL6,2024,55.0
A,PPS_HAB_EU27_2020,EL61,2010,60.0
A,PPS_HAB_EU27_2020,EL61,2011,52.0
A,PPS_HAB_EU27_2020,EL61,2012,51.0
A,PPS_HAB_EU27_2020,EL61,2013,52.0
A,PPS_HAB_EU27_2020,EL61,2014,52.0
A,PPS_HAB_EU27_2020,EL61,2015,52.0
A,PPS_HAB_EU27_2020,EL61,2016,50.0
A,PPS_HAB_EU27_2020,EL61,2017,49.0
A,PPS_HAB_EU27_2020,EL61,2018,50.0
A,PPS_HAB_EU27_2020,EL61,2019,50.0
A,PPS_HAB_EU27_2020,EL61,2020,48.0
A,PPS_HAB_EU27_2020,EL61,2021,51.0
A,PPS_HAB_EU27_2020,EL61,2022,51.0
A,PPS_HAB_EU27_2020,EL61,2023,52.0
A,PPS_HAB_EU27_2020,EL61,2024,53.0
A,PPS_HAB_EU27_2020,EL62,2010,79.0
A,PPS_HAB_EU27_2020,EL62,2011,66.0
A,PPS_HAB_EU27_2020,EL62,2012,63.0
A,PPS_HAB_EU27_2020,EL62,2013,65.0
A,PPS_HAB_EU27_2020,EL62,2014,66.0
A,PPS_HAB_EU27_2020,EL62,2015,63.0
A,PPS_HAB_EU27_2020,EL62,2016,61.0
A,PPS_HAB_EU27_2020,EL62,2017,61.0
A,PPS_HAB_EU27_2020,EL62,2018,61.0
A,PPS_HAB_EU27_2020,EL62,2019,61.0
A,PPS_HAB_EU27_2020,EL62,2020,50.0
A,PPS_HAB_EU27_2020,EL62,2021,54.0
A,PPS_HAB_EU27_2020,EL62,2022,58.0
A,PPS_HAB_EU27_2020,EL62,2023,63.0
A,PPS_HAB_EU27_2020,EL62,2024,63.0
A,PPS_HAB_EU27_2020,EL63,2010,63.0
A,PPS_HAB_EU27_2020,EL63,2011,55.0
A,PPS_HAB_EU27_2020,EL63,2012,52.0
A,PPS_HAB_EU27_2020,EL63,2013,52.0
A,PPS_HAB_EU27_2020,EL63,2014,52.0
A,PPS_HAB_EU27_2020,EL63,2015,51.0
A,PPS_HAB_EU27_2020,EL63,2016,49.0
A,PPS_HAB_EU27_2020,EL63,2017,49.0
A,PPS_HAB_EU27_2020,EL63,2018,47.0
A,PPS_HAB_EU27_2020,EL63,2019,47.0
A,PPS_HAB_EU27_2020,EL63,2020,45.0
A,PPS_HAB_EU27_2020,EL63,2021,46.0
A,PPS_HAB_EU27_2020,EL63,2022,48.0
A,PPS_HAB_EU27_2020,EL63,2023,49.0
A,PPS_HAB_EU27_2020,EL63,2024,49.0
A,PPS_HAB_EU27_2020,EL64,2010,74.0
A,PPS_HAB_EU27_2020,EL64,2011,66.0
A,PPS_HAB_EU27_2020,EL64,2012,63.0
A,PPS_HAB_EU27_2020,EL64,2013,62.0
A,PPS_HAB_EU27_2020,EL64,2014,60.0
A,PPS_HAB_EU27_2020,EL64,2015,59.0
A,PPS_HAB_EU27_2020,EL64,2016,59.0
A,PPS_HAB_EU27_2020,EL64,2017,59.0
A,PPS_HAB_EU27_2020,EL64,2018,59.0
A,PPS_HAB_EU27_2020,EL64,2019,58.0
A,PPS_HAB_EU27_2020,EL64,2020,58.0
A,PPS_HAB_EU27_2020,EL64,2021,59.0
A,PPS_HAB_EU27_2020,EL64,2022,62.0
A,PPS_HAB_EU27_2020,EL64,2023,59.0
A,PPS_HAB_EU27_2020,EL64,2024,60.0
A,PPS_HAB_EU27_2020,EL65,2010,68.0
A,PPS_HAB_EU27_2020,EL65,2011,61.0
A,PPS_HAB_EU27_2020,EL65,2012,59.0
A,PPS_HAB_EU27_2020,EL65,2013,60.0
A,PPS_HAB_EU27_2020,EL65,2014,59.0
A,PPS_HAB_EU27_2020,EL65,2015,59.0
A,PPS_HAB_EU27_2020,EL65,2016,58.0
A,PPS_HAB_EU27_2020,EL65,2017,58.0
A,PPS_HAB_EU27_2020,EL65,2018,56.0
A,PPS_HAB_EU27_2020,EL65,2019,56.0
A,PPS_HAB_EU27_2020,EL65,2020,53.0
A,PPS_HAB_EU27_2020,EL65,2021,54.0
A,PPS_HAB_EU27_2020,EL65,2022,57.0
A,PPS_HAB_EU27_2020,EL65,2023,57.0
A,PPS_HAB_EU27_2020,EL65,2024,57.0
A,PPS_HAB_EU27_2020,ES,2010,96.0
A,PPS_HAB_EU27_2020,ES,2011,92.0
A,PPS_HAB_EU27_2020,ES,2012,91.0
A,PPS_HAB_EU27_2020,ES,2013,90.0
A,PPS_HAB_EU27_2020,ES,2014,90.0
A,PPS_HAB_EU27_2020,ES,2015,91.0
A,PPS_HAB_EU27_2020,ES,2016,92.0
A,PPS_HAB_EU27_2020,ES,2017,92.0
A,PPS_HAB_EU27_2020,ES,2018,91.0
A,PPS_HAB_EU27_2020,ES,2019,90.0
A,PPS_HAB_EU27_2020,ES,2020,82.0
A,PPS_HAB_EU27_2020,ES,2021,85.0
A,PPS_HAB_EU27_2020,ES,2022,88.0
A,PPS_HAB_EU27_2020,ES,2023,91.0
A,PPS_HAB_EU27_2020,ES,2024,91.0
A,PPS_HAB_EU27_2020,ES1,2010,86.0
A,PPS_HAB_EU27_2020,ES1,2011,82.0
A,PPS_HAB_EU27_2020,ES1,2012,81.0
A,PPS_HAB_EU27_2020,ES1,2013,80.0
A,PPS_HAB_EU27_2020,ES1,2014,80.0
A,PPS_HAB_EU27_2020,ES1,2015,81.0
A,PPS_HAB_EU27_2020,ES1,2016,82.0
A,PPS_HAB_EU27_2020,ES1,2017,82.0
A,PPS_HAB_EU27_2020,ES1,2018,81.0
A,PPS_HAB_EU27_2020,ES1,2019,81.0
A,PPS_HAB_EU27_2020,ES1,2020,75.0
A,PPS_HAB_EU27_2020,ES1,2021,78.0
A,PPS_HAB_EU27_2020,ES1,2022,81.0
A,PPS_HAB_EU27_2020,ES1,2023,83.0
A,PPS_HAB_EU27_2020,ES1,2024,84.0
A,PPS_HAB_EU27_2020,ES11,2010,85.0
A,PPS_HAB_EU27_2020,ES11,2011,81.0
A,PPS_HAB_EU27_2020,ES11,2012,80.0
A,PPS_HAB_EU27_2020,ES11,2013,80.0
A,PPS_HAB_EU27_2020,ES11,2014,80.0
A,PPS_HAB_EU27_2020,ES11,2015,81.0
A,PPS_HAB_EU27_2020,ES11,2016,82.0
A,PPS_HAB_EU27_2020,ES11,2017,82.0
A,PPS_HAB_EU27_2020,ES11,2018,81.0
A,PPS_HAB_EU27_2020,ES11,2019,81.0
A,PPS_HAB_EU27_2020,ES11,2020,76.0
A,PPS_HAB_EU27_2020,ES11,2021,78.0
A,PPS_HAB_EU27_2020,ES11,2022,81.0
A,PPS_HAB_EU27_2020,ES11,2023,84.0
A,PPS_HAB_EU27_2020,ES11,2024,84.0
A,PPS_HAB_EU27_2020,ES12,2010,87.0
A,PPS_HAB_EU27_2020,ES12,2011,84.0
A,PPS_HAB_EU27_2020,ES12,2012,81.0
A,PPS_HAB_EU27_2020,ES12,2013,79.0
A,PPS_HAB_EU27_2020,ES12,2014,79.0
A,PPS_HAB_EU27_2020,ES12,2015,80.0
A,PPS_HAB_EU27_2020,ES12,2016,79.0
A,PPS_HAB_EU27_2020,ES12,2017,80.0
A,PPS_HAB_EU27_2020,ES12,2018,79.0
A,PPS_HAB_EU27_2020,ES12,2019,79.0
A,PPS_HAB_EU27_2020,ES12,2020,73.0
A,PPS_HAB_EU27_2020,ES12,2021,76.0
A,PPS_HAB_EU27_2020,ES12,2022,81.0
A,PPS_HAB_EU27_2020,ES12,2023,82.0
A,PPS_HAB_EU27_2020,ES12,2024,83.0
A,PPS_HAB_EU27_2020,ES13,2010,91.0
A,PPS_HAB_EU27_2020,ES13,2011,86.0
A,PPS_HAB_EU27_2020,ES13,2012,85.0
A,PPS_HAB_EU27_2020,ES13,2013,83.0
A,PPS_HAB_EU27_2020,ES13,2014,84.0
A,PPS_HAB_EU27_2020,ES13,2015,83.0
A,PPS_HAB_EU27_2020,ES13,2016,84.0
A,PPS_HAB_EU27_2020,ES13,2017,84.0
A,PPS_HAB_EU27_2020,ES13,2018,83.0
A,PPS_HAB_EU27_2020,ES13,2019,83.0
A,PPS_HAB_EU27_2020,ES13,2020,77.0
A,PPS_HAB_EU27_2020,ES13,2021,79.0
A,PPS_HAB_EU27_2020,ES13,2022,81.0
A,PPS_HAB_EU27_2020,ES13,2023,83.0
A,PPS_HAB_EU27_2020,ES13,2024,84.0
A,PPS_HAB_EU27_2020,ES2,2010,115.0
A,PPS_HAB_EU27_2020,ES2,2011,111.0
A,PPS_HAB_EU27_2020,ES2,2012,109.0
A,PPS_HAB_EU27_2020,ES2,2013,108.0
A,PPS_HAB_EU27_2020,ES2,2014,109.0
A,PPS_HAB_EU27_2020,ES2,2015,109.0
A,PPS_HAB_EU27_2020,ES2,2016,110.0
A,PPS_HAB_EU27_2020,ES2,2017,110.0
A,PPS_HAB_EU27_2020,ES2,2018,108.0
A,PPS_HAB_EU27_2020,ES2,2019,107.0
A,PPS_HAB_EU27_2020,ES2,2020,99.0
A,PPS_HAB_EU27_2020,ES2,2021,102.0
A,PPS_HAB_EU27_2020,ES2,2022,106.0
A,PPS_HAB_EU27_2020,ES2,2023,108.0
A,PPS_HAB_EU27_2020,ES2,2024,109.0
A,PPS_HAB_EU27_2020,ES21,2010,123.0
A,PPS_HAB_EU27_2020,ES21,2011,118.0
A,PPS_HAB_EU27_2020,ES21,2012,117.0
A,PPS_HAB_EU27_2020,ES21,2013,115.0
A,PPS_HAB_EU27_2020,ES21,2014,116.0
A,PPS_HAB_EU27_2020,ES21,2015,117.0
A,PPS_HAB_EU27_2020,ES21,2016,117.0
A,PPS_HAB_EU27_2020,ES21,2017,117.0
A,PPS_HAB_EU27_2020,ES21,2018,115.0
A,PPS_HAB_EU27_2020,ES21,2019,114.0
A,PPS_HAB_EU27_2020,ES21,2020,104.0
A,PPS_HAB_EU27_2020,ES21,2021,107.0
A,PPS_HAB_EU27_2020,ES21,2022,111.0
A,PPS_HAB_EU27_2020,ES21,2023,114.0
A,PPS_HAB_EU27_2020,ES21,2024,115.0
A,PPS_HAB_EU27_2020,ES22,2010,118.0
A,PPS_HAB_EU27_2020,ES22,2011,114.0
A,PPS_HAB_EU27_2020,ES22,2012,111.0
A,PPS_HAB_EU27_2020,ES22,2013,111.0
A,PPS_HAB_EU27_2020,ES22,2014,112.0
A,PPS_HAB_EU27_2020,ES22,2015,112.0
A,PPS_HAB_EU27_2020,ES22,2016,112.0
A,PPS_HAB_EU27_2020,ES22,2017,112.0
A,PPS_HAB_EU27_2020,ES22,2018,109.0
A,PPS_HAB_EU27_2020,ES22,2019,109.0
A,PPS_HAB_EU27_2020,ES22,2020,100.0
A,PPS_HAB_EU27_2020,ES22,2021,103.0
A,PPS_HAB_EU27_2020,ES22,2022,106.0
A,PPS_HAB_EU27_2020,ES22,2023,108.0
A,PPS_HAB_EU27_2020,ES22,2024,109.0
A,PPS_HAB_EU27_2020,ES23,2010,104.0
A,PPS_HAB_EU27_2020,ES23,2011,100.0
A,PPS_HAB_EU27_2020,ES23,2012,98.0
A,PPS_HAB_EU27_2020,ES23,2013,97.0
