dependent_var,price_definition,eu_elasticity,eu_se,eu_pval,eap_elasticity,eap_se,eap_pval,interaction_coef,interaction_pval,n_obs,r_squared
Internet Users %,GNI%,-0.03270184976536355,0.04292183747349846,0.4467674039588396,-0.515032303161002,0.07796300235520673,1.9918111604511068e-10,-0.4823304533956385,1.5019097077129118e-12,326,0.522192296813457
Fixed Broadband Subs,GNI%,-0.04251516070512853,0.031320824530554965,0.17574834887944868,-0.43557341353395634,0.11220265120829245,0.00012936386966466706,-0.39305825282882784,0.00031517880193554504,326,0.3940499880340582
