country,year,gdp_per_capita,gdp_per_capita_constant,gdp_growth,inflation_gdp_deflator,population,population_density,urban_population_pct,population_ages_15_64,education_tertiary_pct,education_secondary_pct,labor_force_advanced_education,secure_internet_servers,electric_power_consumption,access_to_electricity,regulatory_quality_estimate,high_tech_exports,ict_goods_exports,research_development_expenditure,wage_salaried_workers
AUT,2014,51314.9722616322,43838.8345892137,0.755798850316665,2.00674413208939,8546356.0,103.567086766844,57.526,67.3108310981136,81.0195693969727,78.4300003051758,76.676,2345.32706103046,8342.73695128076,100.0,1.48217010498047,21648234621.0,4.28,3.08429,82.4455145827591
AUT,2015,43915.228020857,43915.228020857,1.30352331826198,2.29263470154871,8642699.0,104.734597673291,57.715,67.234719049435,82.2563095092773,79.0100021362305,76.79,3081.90763093797,8318.46625689498,100.0,1.3904470205307,18084614342.0,4.12,3.04969,82.832738028665
AUT,2016,45061.4993920192,44362.6702805116,2.11721964494312,1.81475082333313,8736668.0,105.873339796413,57.905,67.1339749165576,82.8496932983398,79.370002746582,76.749,4449.98024418463,8255.77897660756,100.0,1.42889010906219,17333979956.0,3.79,3.11655,83.1700198207692
AUT,2017,47163.7425775142,45056.6385912412,2.27224992038207,0.975317906732371,8797566.0,106.61131846825,58.094,66.974326831199,83.8392562866211,79.6600036621094,77.229,7431.71463561626,8458.13489776604,100.0,1.42786145210266,17025647706.0,3.48,3.05656,83.5141852577346
AUT,2018,51194.0749841299,45951.5819164034,2.48422114080024,1.81047996133594,8840521.0,107.131858943286,58.297,66.8074529749847,85.8698883056641,80.0708180825642,76.643,16705.0109377038,8396.45084265961,100.0,1.5240364074707,16680037036.0,3.41,3.09182,83.8631013308959
AUT,2019,49885.9947355204,46550.5622459492,1.75497619649288,1.47368502823586,8879920.0,107.609306834707,58.515,66.6368554183168,86.3234329223633,80.6699981689453,76.606,26298.32250741,8339.93999945946,100.0,1.44640731811523,15967500783.0,3.13,3.13265,83.8697145832508
AUT,2020,48716.4098900349,43428.6983137234,-6.31825509209936,2.59313253599376,8916864.0,108.057004362579,58.748,66.4370522356064,88.7071990966797,80.9440184335445,76.765,33802.6911703487,8025.46724947246,100.0,1.39522731304169,15995936181.0,3.09,3.20278,83.7767035787212
AUT,2021,53648.7190742245,45313.3988964964,4.79532885699543,1.9261293509801,8955797.0,108.528805138148,58.995,66.1764816581673,93.940071105957,81.454239120584,76.768,39775.2427840872,8396.01433574254,100.0,1.34041571617126,17019360151.0,4.95,3.26361,83.7839854632888
AUT,2022,52176.6649141178,47250.9695999523,5.27789448538658,4.75477807605142,9041851.0,109.571631119729,59.256,65.8640953229773,94.5116882324219,82.0893352573971,79.946,39544.447259748,8256.60586532558,100.0,1.28319978713989,23542335794.0,4.88,3.20048,83.98344633854
AUT,2023,56033.573792065,46338.9570588922,-0.954962529389121,6.64765359130317,9131761.0,110.661185167232,59.53,65.5333445996897,91.6818237304688,82.5592927591342,79.741,42281.0014410145,7806.05186666624,100.0,1.36136972904205,27308757068.0,,,84.2784453625398
