seriesID,seriesCode,seriesName,seriesParent,seriesUnits,entityID,entityIso,entityName,dataValue,dataYear,dataNote,dataSource,seriesDescription,country_iso3
11624,i99H,Individuals using the Internet,,%,25,AZE,Azerbaijan,89.0,2023,,State Statistical Committee of the Republic of Azerbaijan,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,AZE
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,77.6398,2010,,StatBel,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,81.61,2011,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,80.72,2012,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,82.1702,2013,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,85.0012,2014,,Direction Générale Statistique - Statistics Belgium,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,85.0529,2015,"In accordance with the explanation of indicator HH7, individuals using the Internet (or Internet users) are understood to be individuals who have used the internet from any location in the last three months.",Direction Générale Statistique - Statistics Belgium,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,86.5165,2016,,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,87.6797,2017,,"Statbel (Algemene Directie Statistiek - Statistics Belgium)
Statbel (Direction générale Statistique - Statistics Belgium)",Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,88.6473,2018,,Direction Générale Statistique - Statistics Belgium,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,90.2754,2019,,Statbel (Directorate General Statistics - Statistics Belgium),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
